year,month,P_anchoveta,P_sardina,P_jurel,Q_anchoveta,Q_sardina,Q_jurel,P_harina_FOB_CLP,Tipo_Cambio,Precio_USD,Date,IPC_index,P_anchoveta_real,P_sardina_real,P_jurel_real,P_FOB_real
2019,8,134547.18989312951,594627.2499999998,297824.1432406243,106.595,10.86,4029.446000000001,1017027.2499999997,713.703333333333,1425,2019-08-01,125.02769506325025,107613.90892238992,475596.42661506624,238206.53743153313,813441.5734733779
2019,9,138599.35397585173,10000.00000000001,242097.4638489477,80.71900000000001,14.240999999999998,60.07300000000001,935770.994444444,718.442222222222,1302.5,2019-09-01,125.02769506325025,110854.92210804632,7998.2279085774635,193635.06919524752,748450.9683802831
2019,10,142789.39131898267,588561.9999999997,236115.51125449213,104.166,467.691,22.408,935899.8900000002,721.0322727272729,1298,2019-10-01,126.02791662375625,113299.81098177329,467009.22761192085,187351.75315116206,742613.1567294219
2019,11,156470.00000000012,92156.66666666664,230281.3658954925,28448.712000000003,47715.96300000002,575.264,1014668.4551,776.53,1306.67,2019-11-01,126.15394454038,124031.00083003462,73050.95928821208,182539.96475059315,804309.7334742631
2019,12,152402.66666666677,100900.875,230000.0000000002,8315.577999999998,30366.25699999999,16978.401000000005,1084709.824,770.3905,1408,2019-12-01,126.28009848492037,120686.21144199203,79902.43610084687,182134.79618680011,858971.3161567812
2020,1,200384.11890093668,354948.06545874244,241904.99999999985,35.725,78.443,80473.19799999999,1216920.1704545452,772.647727272727,1575,2020-01-01,127.03777907582989,157735.848626042,279403.5506924842,190419.73321621498,957919.903281807
2020,2,124175.9999999999,124175.9999999999,188001.00000000012,2591.6190000000006,6170.065,102478.11599999994,1343890.40625,796.3795,1687.5,2020-02-01,127.5459301921332,97357.86928908128,97357.86928908128,147398.6662818628,1053652.1269048604
2020,3,126601.25000000006,139067.4999999999,161986.66666666677,7767.468999999998,35224.99100000004,77125.61100000002,1372378.8681818172,839.375454545454,1635,2020-03-01,127.9285679827096,98962.4538102475,108707.1497734547,126622.74675704988,1072769.663432255
2020,4,142511.74999999988,142578.142857143,188079.24999999985,53235.635999999984,104305.04799999992,60908.149999999965,1427984.7617523817,853.379047619048,1673.33,2020-04-01,127.9285679827096,111399.47257070939,111451.37095290035,147018.95985064105,1116236.0247363853
2020,5,170037.6666666665,156352.16666666677,180162.99999999988,41502.43499999997,37355.823,66974.86999999998,1382687.3552631584,821.8052631578951,1682.5,2020-05-01,127.80063941472687,133049.15174553698,122340.67637117772,140971.9081415168,1081909.575410017
2020,6,163731.66666666674,156032.4999999999,201229.00000000015,13609.637,8706.608999999999,51820.874,1289791.9047619046,793.7180952380951,1625,2020-06-01,127.67283877531214,128243.14727959759,122212.75997050332,157613.00675246786,1010232.0251778635
2020,7,174124,157374.6666666667,210000.0000000001,6638.683,4312.121,24631.67599999998,1130009.890909091,784.729090909091,1440,2020-07-01,127.80051161408745,136246.71591753338,123140.87375634517,164318.59101951498,884198.2529157029
2020,8,178945.3774549956,594627.2499999998,212258.25097245225,383.576,332.1839999999999,6927.787,1127951.4880952383,784.6619047619049,1437.5,2020-08-01,127.92831212570152,139879.41721545192,464812.86286003905,165919.6838021975,881705.9096245408
2020,9,185755.90494346345,16113.50873260047,215089.10068518744,214.77,24.610999999999997,900.75,1141541.9142857145,773.402380952381,1476,2020-09-01,128.69588199845575,144337.10081391135,12520.609426177149,167129.74599122631,887007.3358675238
2020,10,192836.63976295173,424788.7380758473,217957.70492600047,665.724,8246.538999999999,0,1235608.746428572,788.2671428571431,1567.5,2020-10-01,129.59675317244492,148797.43129548788,327777.2997218626,168181.45485171227,953425.6963864195
2020,11,191823.00000000012,163274.33333333328,220864.56722016996,35925.037999999964,30231.040000000005,1411.473,1188193.0166666668,762.884761904762,1557.5,2020-11-01,129.4671564192725,148163.44569953444,126112.55074188703,170595.05540147328,917756.3248695808
2020,12,263052.00000000023,187017.33333333343,210000.0000000001,6567.446999999999,27299.390999999992,23264.14200000001,1128549.8879999998,734.733,1536,2020-12-01,129.85555788853029,202572.7695273602,144019.50626855076,161718.14546456828,869080.9283409817
2021,1,285042.82569943316,456909.2759008758,240000.00000000015,978.806,753.226,90400.38299999996,1163116.27,723.556,1607.5,2021-01-01,130.76454679375,217981.73334322838,349413.7265061161,183535.98577337872,889473.713264605
2021,2,186141.7011960897,163091.11189381324,240000.00000000015,1155.092,4135.686,84373.05900000002,1217625.6525,722.6265,1685,2021-02-01,131.02607588733747,142064.62334729717,124472.25545703348,183169.64648041793,929300.2513079711
2021,3,158497.9999999999,148998.66666666663,240000.00000000015,56042.23800000011,184713.50999999995,72789.49000000003,1181557.9226695658,726.366086956522,1626.67,2021-03-01,131.55018019088683,120484.82166273757,113263.7495824491,182439.88693268714,898180.3909010672
