ANIO,MES,NM_RECURSO,Precio_Real,Q_Mercado,D_Shock,P_Harina,P_Diesel,SST,Viento
2012,9,JUREL,376075.55453544884,1569.272,0,1255098.261373173,1084.3235702354682,11.93694178204124,6.587973329492103
2012,9,SARDINA COMUN,139164.5223831617,197.57700000000003,0,1255098.261373173,1084.3235702354682,11.936941782041238,6.587973329492103
2012,10,ANCHOVETA,140942.5073499856,7325.408999999993,0,1291696.0662743684,1053.9151334355827,12.615990224583177,4.898172010487093
2012,10,SARDINA COMUN,137166.264577253,50719.88599999997,0,1291696.0662743684,1059.804544728717,12.407134072924089,5.000055433944801
2012,11,ANCHOVETA,140927.4089845197,7063.538,0,1312409.11519988,1061.6592306851344,13.231104156195855,6.256188612997343
2012,11,SARDINA COMUN,142030.04411344073,108432.35500000001,0,1312409.11519988,1068.9311537934602,12.94606736853196,6.126452929968729
2012,12,ANCHOVETA,157706.52722035526,4562.525,0,1666272.1212076382,1044.3775921139238,15.152736381542113,7.505496836114468
2012,12,JUREL,248267.25644546523,5548.63,0,1666272.1212076382,1044.3775921139238,15.152736381542113,7.5054968361144665
2012,12,SARDINA COMUN,150556.87046576527,59254.41800000001,0,1666272.1212076382,1051.573111881054,14.855257110650502,8.31525825374905
2013,1,JUREL,300248.9308934414,36664.33799999999,0,1620075.8618261798,1038.8419000989497,14.062866605351454,7.341195604474525
2013,2,ANCHOVETA,165968.53852524672,241.77800000000005,0,1638782.2604421587,1079.501609732347,13.16848606820372,7.09724309919759
2013,2,JUREL,265802.97523311933,35920.64900000001,0,1638782.2604421587,1058.195374416134,14.190594317575732,7.537686762928127
2013,2,SARDINA COMUN,161034.7126877399,10199.367000000004,0,1638782.2604421587,1078.8277700662195,13.200811679522719,7.111172749692455
2013,3,ANCHOVETA,148783.64883563554,21593.647,0,1694860.7908920145,1092.964487014752,12.828306044795994,5.837719772826517
2013,3,SARDINA COMUN,180143.11944834125,67093.47399999999,0,1694860.7908920145,1100.0448762761332,12.825463649001696,5.6779001782757
2013,4,ANCHOVETA,142800.22909680413,7411.324999999996,0,1688479.4566859521,1025.8901765393289,13.431526891718569,5.211756535863509
2013,4,SARDINA COMUN,209459.96382915013,22508.35499999999,0,1688479.4566859521,1037.839228736743,13.360933255883738,5.428963309402488
2013,5,ANCHOVETA,155813.94074188487,3398.4030000000002,0,1568550.242773385,987.8203952819644,13.65296231162536,5.871996895098422
2013,5,SARDINA COMUN,203488.61147281734,19155.300000000003,0,1568550.242773385,994.3043065196667,13.569585588342482,6.033604104295803
2013,6,ANCHOVETA,169432.63746180295,2837.737000000001,0,1476002.8919913827,1014.4309441755977,11.675278429329108,8.27390172027465
2013,6,SARDINA COMUN,257975.1374257366,10034.972999999998,0,1476002.8919913827,1014.6116498488394,11.676198994557806,8.268020450306343
2013,7,ANCHOVETA,164192.66730525045,750.4,0,1321010.8553860474,1047.6750883127809,11.064267012065827,8.163749894036757
2013,7,SARDINA COMUN,253302.6314285887,33622.66,0,1321010.8553860474,1044.2548781223677,11.117888568598675,8.26325877144916
2013,10,ANCHOVETA,156717.22347978078,1002.1560000000004,0,1183411.1337202091,1043.5122061613197,11.735380178645077,6.641434997985444
2013,10,SARDINA COMUN,200874.0866295407,13009.034999999998,0,1183411.1337202091,1045.7917010232593,11.690708724590587,6.662816900393884
2013,11,ANCHOVETA,146823.37867947767,2307.5280000000007,0,1255702.6300791097,1034.402687972642,12.651557390298974,8.24908233969501
2013,11,SARDINA COMUN,315549.78821625834,33983.562000000005,0,1255702.6300791097,1032.7119914015184,12.691473824480719,8.259006760167363
2013,12,ANCHOVETA,189053.74734538,3173.854999999999,0,1236552.6973690118,1036.5525460398562,12.604085895262807,6.502423117477128
2013,12,JUREL,332201.97967725794,7766.394000000002,0,1236552.6973690118,1032.8827241542294,12.616652161372876,6.319683121324654
2013,12,SARDINA COMUN,349810.15914466174,23962.663,0,1236552.6973690118,1041.8901266270072,12.58580886162671,6.768209710494003
2014,1,JUREL,304888.6237680615,31785.55400000002,0,1444360.4827478887,1080.6232117264715,13.320785023900624,7.369147254469575
2014,2,ANCHOVETA,141304.52698640546,672.1819999999999,0,1354436.5127985324,1110.9035898555758,13.887688044881244,6.982695325659864
2014,2,JUREL,351285.3374428974,39393.035000000025,0,1354436.5127985324,1087.0299019539812,13.495417758991307,8.151354568315622
2014,2,SARDINA COMUN,141328.5303179325,15976.711000000008,0,1354436.5127985324,1110.7662418527304,13.906180335142933,6.987417598132711
2014,3,ANCHOVETA,152190.47994808832,10654.141999999996,0,1429075.725937431,1109.0671106922903,12.340213748379865,6.712065730970949
