"","ANIO","REG","MES","NM_RECURSO","Precio_ponderado","Q_total_consolidado","N_Plantas_Compradoras"
"60",2019,2,4,"ANCHOVETA",120600,32193.79,1
"61",2019,2,5,"ANCHOVETA",126487,28830.34,1
"62",2019,2,6,"ANCHOVETA",121025,2064.5,1
"63",2019,2,7,"ANCHOVETA",121937,4520.03,1
"64",2019,2,8,"ANCHOVETA",126333,2305.89,1
"65",2019,2,11,"ANCHOVETA",120397,217.54,1
"66",2019,2,12,"ANCHOVETA",116812,49.74,1
"67",2020,2,3,"ANCHOVETA",152343,11582.915,1
"68",2020,2,4,"ANCHOVETA",150699,20084.765,1
"69",2020,2,5,"ANCHOVETA",145016,12200.065,1
"70",2020,2,6,"ANCHOVETA",141661,5385.6,1
"71",2020,2,7,"ANCHOVETA",122984,5031.143,1
"72",2020,2,8,"ANCHOVETA",126044,654.16,1
"73",2020,2,10,"ANCHOVETA",127062,147.665,1
"74",2020,2,12,"ANCHOVETA",121119,36.825,1
"75",2021,2,1,"ANCHOVETA",127714,273.227,1
"76",2021,2,2,"ANCHOVETA",130131,1937.827,1
"77",2021,2,3,"ANCHOVETA",131326,7352.068,1
"78",2021,2,4,"ANCHOVETA",130361,12258.568,1
"79",2021,2,5,"ANCHOVETA",142031,10900.009,1
"80",2021,2,6,"ANCHOVETA",135130,11082.972,1
"81",2021,2,7,"ANCHOVETA",141339,7056.892,1
"82",2021,2,8,"ANCHOVETA",144117,334.15,1
"83",2021,2,9,"ANCHOVETA",150951,640.71,1
"84",2021,2,10,"ANCHOVETA",156999,18404.473,1
"85",2021,2,11,"ANCHOVETA",161367,10329.089,1
"86",2021,2,12,"ANCHOVETA",170248,2955.367,1
"87",2022,2,1,"ANCHOVETA",162288,728.936,1
"88",2022,2,3,"ANCHOVETA",165063,9471.462,1
"89",2022,2,4,"ANCHOVETA",184349,21302.113,1
"90",2022,2,5,"ANCHOVETA",174330,21839.966,1
"91",2022,2,6,"ANCHOVETA",192915,10797.668,1
"92",2022,2,7,"ANCHOVETA",189689,8289.965,1
"93",2022,2,8,"ANCHOVETA",187218,4197.255,1
"94",2022,2,9,"ANCHOVETA",188491,808.235,1
"95",2022,2,10,"ANCHOVETA",188856,9502.955,1
"96",2022,2,11,"ANCHOVETA",183742,13074.091,1
"97",2022,2,12,"ANCHOVETA",178751,1026.734,1
"98",2023,2,10,"ANCHOVETA",199745,2532.6,1
"99",2023,2,11,"ANCHOVETA",201919,1132.019,1
"100",2023,2,12,"ANCHOVETA",205264,5.98,1
"101",2012,2,1,"JUREL",150000,4,1
"102",2012,2,2,"JUREL",150000,1,1
"103",2012,2,3,"JUREL",150000,2,1
"104",2012,2,7,"JUREL",150000,25,1
"105",2012,2,8,"JUREL",150000,31,1
"106",2012,2,10,"JUREL",150000,21,1
"107",2012,2,11,"JUREL",150000,3,1
"108",2013,2,1,"JUREL",150000,1.37,1
"109",2013,2,5,"JUREL",150000,5.61,1
"110",2013,2,6,"JUREL",150000,8.79,1
"111",2013,2,9,"JUREL",150000,12.54,1
"112",2013,2,10,"JUREL",150000,12.13,1
"113",2013,2,11,"JUREL",150000,1.24,1
"114",2014,2,4,"JUREL",130000,3.22,1
"115",2014,2,5,"JUREL",150000,3.7,1
"116",2014,2,7,"JUREL",150000,14.2,1
"117",2015,2,8,"JUREL",150000,2.62,1
"118",2019,2,3,"JUREL",113974,117.16,1
"119",2019,2,4,"JUREL",120600,13.41,1
"120",2019,2,5,"JUREL",126487,1.9,1
"121",2019,2,10,"JUREL",112042,333.73,1
"122",2019,2,11,"JUREL",120397,32.48,1
"123",2019,2,12,"JUREL",116812,217.31,1
"124",2020,2,1,"JUREL",140014,1090.709,1
"125",2020,2,4,"JUREL",150699,2130.713,1
"126",2020,2,5,"JUREL",145016,3381.207,1
"127",2020,2,6,"JUREL",141661,96.522,1
"128",2020,2,10,"JUREL",127062,277.884,1
"129",2020,2,11,"JUREL",130718,8.115,1
"130",2021,2,1,"JUREL",127714,39.723,1
"131",2021,2,2,"JUREL",130131,690.015,1
"132",2021,2,3,"JUREL",131326,7026.139,1
"133",2021,2,4,"JUREL",130361,2086.037,1
"134",2021,2,5,"JUREL",142031,7.606,1
"135",2021,2,6,"JUREL",135130,114.69,1
"136",2021,2,7,"JUREL",141339,89.135,1
"137",2021,2,10,"JUREL",156999,299.545,1
"138",2021,2,11,"JUREL",161367,5.4,1
"139",2021,2,12,"JUREL",170248,1.44,1
"140",2022,2,1,"JUREL",162288,646.692,1
"141",2022,2,3,"JUREL",165063,3299.717,1
"142",2022,2,4,"JUREL",184349,3125.991,1
"143",2022,2,5,"JUREL",174330,1367.324,1
"144",2022,2,6,"JUREL",192915,0.703,1
"145",2022,2,7,"JUREL",189689,1352.071,1
"146",2022,2,11,"JUREL",183742,2226.784,1
"147",2022,2,12,"JUREL",178751,696.607,1
"148",2023,2,9,"JUREL",226828,92.03,1
"149",2023,2,10,"JUREL",199745,684.45,1
"150",2023,2,12,"JUREL",205264,802.463,1
"151",2012,2,2,"SARDINA ESPAÑOLA",130000,8,1
"152",2012,2,3,"SARDINA ESPAÑOLA",130000,40,1
"153",2012,2,4,"SARDINA ESPAÑOLA",130000,52,1
"154",2012,2,5,"SARDINA ESPAÑOLA",130000,26,1
"155",2012,2,6,"SARDINA ESPAÑOLA",130000,26,1
"156",2012,2,7,"SARDINA ESPAÑOLA",130000,1,1
"157",2012,2,8,"SARDINA ESPAÑOLA",130000,4,1
"158",2012,2,10,"SARDINA ESPAÑOLA",130000,15,1
"159",2012,2,11,"SARDINA ESPAÑOLA",130000,3,1
"160",2012,2,12,"SARDINA ESPAÑOLA",130000,15,1
"161",2013,2,1,"SARDINA ESPAÑOLA",130000,10.05,1
"162",2013,2,3,"SARDINA ESPAÑOLA",130000,1.36,1
"163",2013,2,4,"SARDINA ESPAÑOLA",130000,7.85,1
"164",2013,2,5,"SARDINA ESPAÑOLA",130000,14.39,1
"165",2013,2,9,"SARDINA ESPAÑOLA",130000,0.74,1
"166",2014,2,9,"SARDINA ESPAÑOLA",130000,4.22,1
"167",2014,2,10,"SARDINA ESPAÑOLA",130000,15.44,1
"168",2014,2,11,"SARDINA ESPAÑOLA",130000,22.58,1
"169",2014,2,12,"SARDINA ESPAÑOLA",130000,5.01,1
"170",2015,2,2,"SARDINA ESPAÑOLA",130000,30.42,1
"171",2015,2,8,"SARDINA ESPAÑOLA",130000,7.63,1
"172",2015,2,9,"SARDINA ESPAÑOLA",130000,3.61,1
"173",2015,2,10,"SARDINA ESPAÑOLA",130000,5.08,1
"174",2016,2,1,"SARDINA ESPAÑOLA",130000,7,1
"175",2016,2,5,"SARDINA ESPAÑOLA",130000,5,1
"176",2016,2,6,"SARDINA ESPAÑOLA",130000,7,1
"177",2020,2,7,"SARDINA ESPAÑOLA",122894,1207.731,1
"178",2020,2,8,"SARDINA ESPAÑOLA",126044,286.078,1
"179",2020,2,10,"SARDINA ESPAÑOLA",127062,265.341,1
"180",2012,3,1,"ANCHOVETA",65000,252,1
"181",2012,3,2,"ANCHOVETA",65000,1313,1
"182",2012,3,3,"ANCHOVETA",65000,298,1
"183",2012,3,4,"ANCHOVETA",71000,5023,1
"184",2012,3,5,"ANCHOVETA",68000,6223,1
"185",2012,3,6,"ANCHOVETA",71000,1558,1
"186",2012,3,10,"ANCHOVETA",83000,1737,1
"187",2012,3,11,"ANCHOVETA",85000,2596,1
