ANIO,MES,NM_RECURSO,Q_MACRO,Q_INDUSTRIAL,Q_ARTESANAL,N_REGIONES_ACTIVAS,SHARE_INDUSTRIAL,PRECIO_W,Q_MUESTRA_PRECIO,N_TRANSACCIONES,PRECIO_SD,FECHA
2020,9,JUREL,900.75,893.375,7.375,2,0.9918123785734111,219469,27.323999999999998,1,NA,2020-09-01
2020,10,JUREL,NA,NA,NA,NA,NA,127061.99999999999,277.884,1,NA,2020-10-01
2020,11,JUREL,1411.473,1199.078,212.39500000000004,2,0.8495224492427415,130718,8.115,1,NA,2020-11-01
2020,12,JUREL,23264.14200000001,23047.85200000001,216.29,3,0.9907028593618453,150186,790.0939999999999,2,0,2020-12-01
2021,1,JUREL,90400.38299999997,76789.71599999999,13610.666999999998,2,0.8494401622170119,219774.4452758191,19720.752,8,53664.853051801314,2021-01-01
2021,2,JUREL,84373.05900000002,80523.96300000002,3849.0960000000005,3,0.9543800349824936,199864.35234991327,10074.244,8,44956.59067525981,2021-02-01
2021,3,JUREL,72789.49000000003,72784.29000000004,5.2,2,0.9999285611150731,175508.15910200603,23306.972000000005,8,43193.0042318363,2021-03-01
2021,4,JUREL,72246.508,72216.459,30.049,3,0.9995840767833374,216099.726926736,10499.739,8,44089.67096724583,2021-04-01
2021,5,JUREL,70916.72200000004,70915.00200000004,1.72,3,0.9999757461998878,236795.48816319808,7843.376999999999,6,47583.57922084747,2021-05-01
2021,6,JUREL,65446.401000000005,65440.95300000001,5.448,2,0.9999167563087236,236675.49988526417,8541.360000000004,6,50338.87801689664,2021-06-01
2021,7,JUREL,37352.678,37343.278,9.4,2,0.9997483446836127,151703.0025423891,209.252,5,9873.375446117705,2021-07-01
2021,8,JUREL,795.2,780.605,14.594999999999999,2,0.9816461267605634,NA,NA,NA,NA,2021-08-01
2021,9,JUREL,59.688,0,59.688,2,0,166797,1724.564,2,0,2021-09-01
2021,10,JUREL,9.5,0,9.5,1,0,171564.79685274645,5718.192000000001,5,8419.043431411908,2021-10-01
2021,11,JUREL,72.262,0,72.262,2,0,172567.91158284651,6444.054999999999,5,5733.66440420086,2021-11-01
2021,12,JUREL,31153.925999999996,31036.995999999996,116.92999999999999,2,0.996246700977591,185543.89819517365,8280.963,5,6543.916587182327,2021-12-01
2022,1,JUREL,97014.66299999996,78399.96099999995,18614.702000000005,4,0.8081248604656802,184303.03633029488,4166.798,8,61174.31633572096,2022-01-01
2022,2,JUREL,78072.56200000002,73012.45700000002,5060.1050000000005,4,0.9351871532024273,182624.91091193544,7975.871999999999,4,1105.6257654981332,2022-02-01
2022,3,JUREL,82880.50599999998,82806.70599999998,73.8,3,0.9991095614208726,171675.79071399884,5330.863,6,8642.705240066136,2022-03-01
2022,4,JUREL,65485.17499999998,65230.20999999998,254.965,3,0.9961065233466964,184892.50378231658,3182.3089999999997,6,18211.04017530758,2022-04-01
2022,5,JUREL,90509.64799999997,90334.55699999996,175.09099999999998,2,0.9980654990504436,182247.37645379273,1523.515,6,36198.2384801618,2022-05-01
2022,6,JUREL,72138.65099999997,72132.90099999997,5.75,2,0.9999202923825121,231393.272517438,138.204,4,22329.021660908777,2022-06-01
2022,7,JUREL,55775.654,55638.51400000001,137.14,3,0.9975412211213159,215931.89212131893,3835.642,6,24497.43615972904,2022-07-01
2022,8,JUREL,13262.097000000002,13164.936000000002,97.161,3,0.9926737830374789,214901,1753.478,2,0,2022-08-01
2022,9,JUREL,2876.5870000000004,2851.987,24.6,3,0.9914481988551014,NA,NA,NA,NA,2022-09-01
2022,10,JUREL,170.68,0,170.68,1,0,NA,NA,NA,NA,2022-10-01
2022,11,JUREL,2653.804,802.2579999999999,1851.5459999999998,3,0.30230491777086776,209411.73607493826,6852.896000000001,8,25369.215394140312,2022-11-01
2022,12,JUREL,55399.36,44259.238999999994,11140.121,3,0.7989124603605527,213535.63433384162,20749.120000000003,8,26452.72344066999,2022-12-01
2023,1,JUREL,98336.59599999995,80260.95099999996,18075.644999999993,4,0.8161859802427979,290081.35558311,12840.039,3,6085.271837258656,2023-01-01
2023,2,JUREL,116416.41099999996,110197.18599999994,6219.2249999999985,4,0.9465777638515241,281273.9220091185,24064.762,6,53516.51450782895,2023-02-01
2023,3,JUREL,95917.84100000001,95017.979,899.8619999999999,5,0.9906184085190157,224204.71454198763,5535.942,6,48661.23601971765,2023-03-01
2023,4,JUREL,93841.48000000004,93026.96200000004,814.518,4,0.9913202775574299,287478.4244176193,5965.299,4,47262.5,2023-04-01
2023,5,JUREL,91945.89899999999,90676.806,1269.0930000000003,2,0.9861973941872058,282976.15918033087,17509.211,5,44541.34609887761,2023-05-01
2023,6,JUREL,78424.89100000003,77007.56400000004,1417.3269999999998,3,0.9819275872503286,283804.6223600733,5057.9529999999995,5,38627.585645494335,2023-06-01
2023,7,JUREL,21642.241999999995,21545.281999999996,96.96,2,0.9955198726638396,219132,1547.183,2,0,2023-07-01
2023,8,JUREL,911.177,883.527,27.65,2,0.9696546335124789,NA,NA,NA,NA,2023-08-01
2023,9,JUREL,19.580000000000002,0,19.580000000000002,2,0,226828,92.03,1,NA,2023-09-01
2023,10,JUREL,52.659,0,52.659,2,0,257500.57908178584,5795.771999999999,5,33894.31530212699,2023-10-01
2023,11,JUREL,38856.918000000005,21617.58100000001,17239.336999999996,2,0.5563380245443039,278127.64811893884,9255.042000000001,6,12200.57130902757,2023-11-01
2023,12,JUREL,68828.97399999997,63925.218999999975,4903.754999999999,2,0.9287544951636211,244939.50475453815,6371.070999999999,5,45781.898444690996,2023-12-01
2024,1,JUREL,143748.73200000008,117458.11900000006,26290.612999999987,2,0.8171071658566004,298213.6202138684,21288.513,6,34874.75782711616,2024-01-01
2024,2,JUREL,124846.62100000009,118058.80500000008,6787.816000000001,3,0.9456307592017248,229000,3605.926,2,0,2024-02-01
2024,3,JUREL,104571.62199999997,101778.46599999996,2793.155999999999,3,0.9732895412103293,269379.90003544994,15966.160000000002,5,38057.481012279306,2024-03-01
2024,4,JUREL,122787.62799999988,120360.37499999988,2427.2529999999992,3,0.9802321044918304,283970.7257378178,23341.501,5,46833.629840105285,2024-04-01
2024,5,JUREL,85034.45199999998,83259.93499999995,1774.5170000000003,4,0.9791317876664858,265026.6407802759,13650.197,4,60660.46073294641,2024-05-01
2024,6,JUREL,31222.401999999987,30963.561999999987,258.84000000000003,2,0.9917097986247182,201225.99999999997,3299.22,2,0,2024-06-01
2024,7,JUREL,68234.03600000004,67392.85300000003,841.1829999999998,2,0.9876720908023087,NA,NA,NA,NA,2024-07-01
2024,8,JUREL,40839.33799999999,40742.51799999999,96.82,3,0.9976292465857307,NA,NA,NA,NA,2024-08-01
2024,9,JUREL,3977.685,3974.985,2.7,2,0.9993212132182413,NA,NA,NA,NA,2024-09-01
2024,10,JUREL,8932.036,8190.687000000001,741.349,2,0.9170011182220942,268301.20494249667,125.645,2,38713.38916318229,2024-10-01
2024,11,JUREL,34756.84799999999,22682.977999999992,12073.869999999995,3,0.6526189601542693,272174,6816.85,2,0,2024-11-01
2024,12,JUREL,113863.534,97661.015,16202.519000000002,5,0.8577023000181955,250715.78116240283,9557.599,3,86823.0881812743,2024-12-01
2012,1,SARDINA COMUN,16.880000000000003,0,16.880000000000003,2,0,NA,NA,NA,NA,2012-01-01
2012,2,SARDINA COMUN,34840.46299999999,18585.22,16255.242999999997,4,0.5334378019029198,67854.35493707379,18037,6,3224.9030993194197,2012-02-01
2012,3,SARDINA COMUN,246995.89999999973,14111.308999999996,232884.59099999972,5,0.05713175400887226,65604.61685965041,149149,18,7025.630016175276,2012-03-01
2012,4,SARDINA COMUN,190814.7750000001,23250.824000000004,167563.95100000012,6,0.12185022884103179,69712.71264616177,120329,20,8706.319543871567,2012-04-01
2012,5,SARDINA COMUN,60009.51300000002,17293.07399999999,42716.43900000003,5,0.2881722102960573,74127.29975388064,41037,16,10427.527671185213,2012-05-01
2012,6,SARDINA COMUN,31836.168999999998,18735.995000000003,13100.173999999999,5,0.5885128640949231,82294.26988974585,19319,14,13643.820804812929,2012-06-01
2012,7,SARDINA COMUN,43739.299000000035,8593.246,35146.053000000036,5,0.19646510567076056,77403.13395615439,26867,12,12658.689673201734,2012-07-01
2012,8,SARDINA COMUN,19686.011999999995,9553.973000000002,10132.039,5,0.48531784903920633,80633.6748782792,13761,11,10462.921545759926,2012-08-01
