ANIO,MES,RG,NM_RECURSO,PRECIO_PONDERADO,Q_MUESTRA_PLANTAS,N_PLANTAS,N_TRANSACCIONES,PRECIO_MIN,PRECIO_MAX,CV_PRECIO,N_OUTLIERS,FECHA
2020,12,8,SARDINA COMUN,169864.22820103326,2773.87,2,2,130000,263052,0.478725315990925,1,2020-12-01
2021,1,8,JUREL,240000,13459.005,1,1,240000,240000,NA,0,2021-01-01
2021,3,8,ANCHOVETA,150719.2315607189,11630.185000000003,2,2,143975,173021,0.12958285635367298,0,2021-03-01
2021,3,8,SARDINA COMUN,144425.82069892983,44265.95999999999,3,3,130000,173021,0.14729030838834534,0,2021-03-01
2021,4,8,ANCHOVETA,170640.079964694,3680.9619999999995,2,2,163174,173021,0.04142167774264301,0,2021-04-01
2021,4,8,SARDINA COMUN,147596.76470616524,17259.547000000002,3,3,130000,173021,0.1450459946101147,0,2021-04-01
2021,5,8,ANCHOVETA,168692.22417211713,4515.343000000001,2,2,163174,189262,0.10468284572288104,0,2021-05-01
2021,5,8,SARDINA COMUN,151221.00129293575,2971.5319999999992,3,3,130000,189262,0.18469717799190657,0,2021-05-01
2021,6,8,ANCHOVETA,189262,935.9459999999998,1,1,189262,189262,NA,0,2021-06-01
2021,6,8,SARDINA COMUN,176852.7157586326,394.55199999999996,2,2,130000,189262,0.26250892412299104,0,2021-06-01
2021,11,8,SARDINA COMUN,129999.99999999999,429.83299999999997,1,1,130000,130000,NA,0,2021-11-01
2022,3,8,ANCHOVETA,140000,12078.883,1,1,140000,140000,NA,0,2022-03-01
2022,4,8,ANCHOVETA,140000,7875.876,1,1,140000,140000,NA,0,2022-04-01
2022,5,8,ANCHOVETA,140000,1717.598,1,1,140000,140000,NA,0,2022-05-01
2022,6,8,ANCHOVETA,140000,582.977,1,1,140000,140000,NA,0,2022-06-01
2022,11,8,ANCHOVETA,140000,2157.399,1,1,140000,140000,NA,0,2022-11-01
2022,11,8,JUREL,245000,460.799,1,1,245000,245000,NA,0,2022-11-01
2022,11,8,SARDINA COMUN,140000,852.051,1,1,140000,140000,NA,0,2022-11-01
2022,12,8,ANCHOVETA,140000,22.916,1,1,140000,140000,NA,0,2022-12-01
2022,12,8,JUREL,245000,1804.84,1,1,245000,245000,NA,0,2022-12-01
2022,12,8,SARDINA COMUN,140000,121.379,1,1,140000,140000,NA,0,2022-12-01
2023,1,8,JUREL,290000,12740.93,1,1,290000,290000,NA,0,2023-01-01
2023,2,8,JUREL,290000,21805.724,1,1,290000,290000,NA,0,2023-02-01
2023,3,8,ANCHOVETA,160000,5684.968,1,1,160000,160000,NA,0,2023-03-01
2023,3,8,JUREL,290000,1290.983,1,1,290000,290000,NA,0,2023-03-01
2023,3,8,SARDINA COMUN,160000,23587.057,1,1,160000,160000,NA,0,2023-03-01
2023,4,8,ANCHOVETA,160000,8346.734,1,1,160000,160000,NA,0,2023-04-01
2023,4,8,JUREL,290000,5806.167,1,1,290000,290000,NA,0,2023-04-01
2023,4,8,SARDINA COMUN,160000,8931.275,1,1,160000,160000,NA,0,2023-04-01
2023,5,8,ANCHOVETA,160000,4273.753,1,1,160000,160000,NA,0,2023-05-01
2023,5,8,JUREL,290000,15996.909,1,1,290000,290000,NA,0,2023-05-01
2023,5,8,SARDINA COMUN,160000,3444.954,1,1,160000,160000,NA,0,2023-05-01
2023,6,8,ANCHOVETA,160000,2334.221,1,1,160000,160000,NA,0,2023-06-01
2023,6,8,JUREL,290000,4613.623,1,1,290000,290000,NA,0,2023-06-01
2023,6,8,SARDINA COMUN,160000,525.281,1,1,160000,160000,NA,0,2023-06-01
2023,11,8,ANCHOVETA,160000,2089.618,1,1,160000,160000,NA,0,2023-11-01
2023,11,8,JUREL,290000,3132.814,1,1,290000,290000,NA,0,2023-11-01
2023,12,8,ANCHOVETA,160000,312.398,1,1,160000,160000,NA,0,2023-12-01
2024,1,8,JUREL,300000,20710.696,1,1,300000,300000,NA,0,2024-01-01
2024,3,8,ANCHOVETA,190000,2137.582,1,1,190000,190000,NA,0,2024-03-01
2024,3,8,JUREL,300000,9308.235,1,1,300000,300000,NA,0,2024-03-01
2024,3,8,SARDINA COMUN,190000,3112.291,1,1,190000,190000,NA,0,2024-03-01
2024,4,8,ANCHOVETA,190000,1276.102,1,1,190000,190000,NA,0,2024-04-01
2024,4,8,JUREL,300000,19174.806,1,1,300000,300000,NA,0,2024-04-01
2024,4,8,SARDINA COMUN,190000,498.119,1,1,190000,190000,NA,0,2024-04-01
2024,5,8,ANCHOVETA,190000,3197.828,1,1,190000,190000,NA,0,2024-05-01
2024,5,8,JUREL,300000,9106.494,1,1,300000,300000,NA,0,2024-05-01
2024,5,8,SARDINA COMUN,190000,262.32,1,1,190000,190000,NA,0,2024-05-01
2024,6,8,ANCHOVETA,190000,47.861,1,1,190000,190000,NA,0,2024-06-01
2024,6,8,SARDINA COMUN,190000,2.792,1,1,190000,190000,NA,0,2024-06-01
