ANIO,MES,P_HARINA_REAL,PRECIO_DIESEL_REAL,SST_MACRO,CHL_A_MACRO,WIND_SPEED_MACRO,ln_P_HARINA,ln_DIESEL,ln_SST,ln_WIND,SST2,WIND2,SST_X_WIND,DIESEL_LAG1,D_DIESEL,P_A,P_J,P_S,Q_A,Q_J,Q_S,ln_P_A,ln_P_S,ln_P_J,ln_Q_A,ln_Q_S,ln_Q_J,D_SHOCK_JUREL
2016,10,1503977.7212069544,661.9857084315832,13.088705584726956,3.563667958234891,6.0550581148046145,14.223623970354918,6.495243967232045,2.5717496892207454,1.8008939747797423,171.3142138836626,36.66372877366121,79.25287296308943,665.4803135378926,-3.4946051063093364,143111.33213118982,278686.306852198,166579.282677085,0,0,28470.199000000004,11.871378152703985,12.023226647303359,12.537842080049874,0,10.256648293891791,0,1
2016,11,1516984.5414912235,697.8172129092509,13.441365704924904,4.58571475599137,6.838256827244285,14.232235068094981,6.5479571958449,2.5983369448823237,1.9225328493366387,180.67031201353134,46.76175643535307,91.91551079918992,661.9857084315832,35.831504477667636,142832.77482509447,294796.93455846177,145973.9903196471,0,0,60041.66000000004,11.869429818134844,11.891183736324578,12.59404204086626,0,11.002810588563483,0,1
2016,12,1520027.9445221594,684.0582239372188,14.826825856924684,3.545247442677163,5.858844443284554,14.234239277207518,6.52804303671505,2.6964380979695926,1.7679523901648873,219.83476499157038,34.3260582106063,86.86806628339093,697.8172129092509,-13.758988972032057,142554.21751899912,310907.5622647256,170434.74281661178,0,0,25501.562,11.867477680146571,12.046107762363507,12.647250919535928,0,10.146534196687922,0,1
2017,1,1457614.1277380935,711.2791536828433,15.085487841359363,4.6954842733966276,5.781609381156261,14.192311497906621,6.567064973961264,2.7137332115882375,1.754682083573574,227.5719434118012,33.427007036274084,87.218398022922,684.0582239372188,27.220929745624517,142275.66021290375,327018.1899709894,156476.2181817115,0,16897.188,0,11.865521723860514,11.960659316914933,12.697771075154874,0,0,9.734961676227893,1
2017,2,1372739.29775078,712.1378045908997,15.570021072892803,3.974928660295854,5.719964511617495,14.132318788899314,6.568271438458145,2.7453473392742014,1.7439626011097844,242.42555621032596,32.71799401416357,89.05996798208339,711.2791536828433,0.8586509080563474,141997.1029068084,287721.15322226676,142517.6935468112,0,0,20605.559,11.863561934310543,11.867221436223756,12.569747072114046,0,9.93336470215802,0,1
2017,3,1408803.1793667038,714.3679993874549,15.444316059046075,3.5338788496375053,4.1673852255990935,14.158251092952263,6.571398234868449,2.737241043036286,1.4272887949154218,238.5268985317085,17.36709961854161,64.36241456395143,712.1378045908997,2.2301947965552245,141718.54560071306,248424.1164735441,141848.3656464108,13893.260000000004,0,169656.5179999997,11.861598296442365,11.86251391846749,12.422892711581392,9.539231084191313,12.041537083996198,0,1
2017,4,1379519.0070721724,701.0045110076529,14.662307879282183,2.768492643889666,6.038782951285211,14.137245450777376,6.552514322117527,2.685280111031495,1.79820249351166,214.9832723468604,36.466899532732924,88.54249484790407,714.3679993874549,-13.363488379801993,160021.75199711474,209127.07972482144,160190.55484164154,6200.24,0,34265.107999999986,11.98306503495757,11.984119353336709,12.25069738312824,8.732504551035849,10.441912039700243,0,1
2017,5,1327390.3944693676,711.4924125613946,14.078271841405169,1.7255698701204496,4.701900057925119,14.098725463318049,6.567364753469384,2.644632604660341,1.5479666946655082,198.1977380405017,22.10786415471624,66.19462718658853,701.0045110076529,10.487901553741722,132839.6928771011,169830.04297609878,145784.5944692453,8768.418,70295.02900000004,30949.613000000027,11.796898363511957,11.889885430897557,12.042553468752418,9.079025720564362,10.340148084055539,11.160470589716848,1
2017,6,1327920.3644235432,700.1423192476633,12.560749291497784,1.1462267923918024,8.01002819551499,14.099124640671914,6.551283627589022,2.530576816227031,2.080694281113397,157.77242276386207,64.16055169294512,100.61195598169218,711.4924125613946,-11.35009331373135,133266.5352797975,188350.35268935256,143050.511585412,2075.8160000000003,0,13014.722000000002,11.800106426485375,11.87095307474178,12.146059085639552,7.6385912306403405,9.473913290342571,0,1
2017,7,1332359.2945876513,678.9675123415393,11.74733432628532,1.7350160829192156,8.273494221083078,14.102461834390414,6.520573280083449,2.4636263490041608,2.1130569374643637,137.99986377352135,68.4507066262951,97.19150266165246,700.1423192476633,-21.17480690612399,133428.9867623483,206870.66240260634,144221.0519451602,0,0,12926.533999999996,11.801324680930733,11.879102484475215,12.239849057655492,0,9.467114734319132,0,1
2017,8,1327890.8651591223,698.4207304263492,11.83202970873657,2.3167314735182254,7.623311323572128,14.099102425791509,6.548821686825918,2.470810236285719,2.03121083220528,139.9969270284248,58.114875536103035,90.19924605945333,678.9675123415393,19.45321808480992,133591.4382448991,225390.97211586015,141246.24105952738,0,0,0,11.80254145303788,11.858260036686636,12.325591827061015,0,0,0,1
2017,9,1323422.4357305933,717.8739485111593,11.916725091187821,2.8984468641172354,6.973128426061179,14.095731693514923,6.57629399445925,2.4779428832169086,1.9420639656888297,142.0083368989454,48.62452004634246,83.09685447891829,698.4207304263492,19.453218084810032,133753.88972744992,243911.28182911393,138271.43017389454,0,0,0,11.80375674640977,11.836973917671145,12.404559839096164,0,0,0,1
2017,10,1318954.0063020643,737.3271665959692,12.001420473639072,3.4801622547162454,6.322945528550229,14.092349560964154,6.603031710371287,2.485025015585749,1.8441851642283973,144.0340933850831,39.979640157013336,75.88432792004734,717.8739485111593,19.45321808480992,133916.3412100007,262431.5915423677,135296.61928826172,3043.841,0,20624.767,11.80497056463623,11.815224827063716,12.477745723402661,8.021203962031887,9.934296398390218,0,1
2017,11,1392292.6707351587,741.1732651973449,12.876050382156484,3.799138906640364,8.576198774071573,14.146462349741569,6.60823442414026,2.5553690263021966,2.1489907820066203,165.79267344383211,73.55118541238674,110.42756750233424,737.3271665959692,3.8460986013757292,135248.5338466763,280951.9012556215,137896.75959517976,15477.358000000007,0,28720.39000000003,11.814869356329648,11.834260565283259,12.545938763755823,9.647198069166228,10.26539742031969,0,1
2017,12,1601678.1981076736,771.7016718081518,13.336601110243414,4.161657579194781,7.112323094286837,14.286562511343496,6.648598039857675,2.5905122186860847,1.9618289266351214,177.86492917374588,50.58513979752589,94.85421607567571,741.1732651973449,30.528406610806883,136506.1827488205,299472.21096887527,136566.52983026442,4618.351000000001,0,13904.765000000009,11.824125187444524,11.82456717289123,12.609776907487879,8.438009498017605,9.540058781335961,0,1
2018,1,1629160.3168724142,771.4636181708373,14.1482673259261,4.862091439450405,6.8053348364320305,14.303575297028134,6.648289513427294,2.6495921661269897,1.9177068393649395,200.17346832586804,46.312582235955375,96.28369650827793,771.7016718081518,-0.23805363731446505,219133.9265302018,317992.5206821291,219164.1000709238,0,47397.35699999999,0,12.297438358553876,12.297576043594367,12.669783141618199,0,0,10.766342844635155,0
2018,2,1673730.159711007,778.5982003681738,14.646462008704225,3.5503518062675905,5.348040931632912,14.330565322122494,6.657495123804783,2.6841988051846473,1.6767303128440862,214.51884937241618,28.60154180642103,78.3298783261566,771.4636181708373,7.134582197336499,301761.67031158315,321961.2384453501,301761.67031158315,2141.9160000000006,50863.59,15461.511,12.617392813643827,12.617392813643827,12.68218643978168,7.669922797318499,9.646173728099035,10.83692228264292,0
