ANIO,MES,NM_RECURSO,PRECIO_MACRO,Q_MUESTRA_TOTAL,N_REGIONES_PRECIO,N_PLANTAS_TOTAL,CV_PRECIO_REGIONAL,N_OUTLIERS_PRECIO,FECHA,Q_MACRO,Q_INDUSTRIAL_MACRO,Q_ARTESANAL_MACRO,N_REGIONES_DESEMB,N_OUTLIERS_CANTIDAD,SHARE_INDUSTRIAL,SHARE_ARTESANAL,P_harina_FOB_CLP,Tipo_Cambio,Precio_USD,DEFLACTOR,PRECIO_REAL_MACRO,P_HARINA_REAL,SST_MACRO,CHL_A_MACRO,WIND_SPEED_MACRO,WIND_MAX_MACRO,SST_SD,CHL_A_SD,N_REGIONES,N_DIAS,SST2,CHL_A2,WIND2,SST_X_CHL,SST_X_WIND,PRECIO_DIESEL_NOMINAL,PRECIO_DIESEL_REAL,PRECIO_DIESEL_MACRO,N_REGIONES_DIESEL,ln_SST,ln_CHL_A,ln_WIND,ln_DIESEL,SST_LAG1,CHL_A_LAG1,DIESEL_LAG1,D_DIESEL
2012,1,JUREL,164000,555,1,1,NA,0,2012-01-01,67350.71600000001,66814.505,536.211,4,0,0.9920385256186436,0.00796147438135624,629181.1295454539,501.339545454545,1255,0.5952396173964261,275519.2954348954,1057021.5945932628,15.424847148937053,4.702881404750428,6.126124860650783,7.944691983509241,1.5718521884158487,4.47876197892973,6,279,237.92590956807152,22.117093507147363,37.52940580828358,72.54122682785372,94.49453959084164,637.9375,1071.7322593384058,1071.7322593384058,8,3.567413470787959,1.5502994841941444,1.828754126532551,6.977031552356158,NA,NA,NA,NA
2012,2,ANCHOVETA,62000,10,1,1,NA,0,2012-02-01,257.86599999999993,249.91999999999993,7.946,2,0,0.969185545981246,0.03081445401875393,612694.2071428566,481.48857142857094,1272.5,0.5976205758660117,103744.75462153528,1025222.7448076092,14.820302322785023,3.3486207675656656,6.115626307113526,8.168424433114794,1.13626298888348,2.6648195973361095,6,261,219.64136093874723,11.213261044972068,37.40088512825903,49.62757213967961,90.6354307645998,640,1070.9135960932676,1070.9135960932676,8,3.5502006167487905,1.2115304038591843,1.8270664933549632,6.976267391276622,15.424847148937053,4.702881404750428,1071.7322593384058,-0.8186632451381683
2012,2,SARDINA COMUN,66527.34234773244,8357,2,2,0.05481447916174787,0,2012-02-01,34840.46299999999,18585.22,16255.242999999997,4,1,0.5334378019029198,0.4665621980970805,612694.2071428566,481.48857142857094,1272.5,0.5976205758660117,111320.36786271574,1025222.7448076092,14.820302322785023,3.3486207675656656,6.115626307113526,8.168424433114794,1.13626298888348,2.6648195973361095,6,261,219.64136093874723,11.213261044972068,37.40088512825903,49.62757213967961,90.6354307645998,640,1070.9135960932676,1070.9135960932676,8,3.5502006167487905,1.2115304038591843,1.8270664933549632,6.976267391276622,14.820302322785023,3.3486207675656656,1070.9135960932676,0
2012,3,ANCHOVETA,62694.845360824744,1455,1,3,NA,0,2012-03-01,6729.8769999999995,1053.2960000000005,5676.580999999999,5,1,0.15651043845229276,0.8434895615477073,629800.6022727266,485.395454545454,1297.5,0.5988158170177438,104698.04500666188,1051743.431576833,14.431441683735072,4.702373282319338,8.786364278060937,10.816488433507825,1.4356057095265589,4.261471147413776,6,279,208.26650907104624,22.112314486270748,77.20019722678529,67.86202579894541,126.79990369088942,648,1082.1357445553226,1082.1357445553226,8,3.538970149367632,1.5501916627190857,2.184517998278563,6.986691908612506,14.820302322785023,3.3486207675656656,1070.9135960932676,11.222148462054975
2012,3,JUREL,59000,226,1,1,NA,0,2012-03-01,25882.192000000003,25575.942,306.25,2,0,0.9881675400599762,0.01183245994002362,629800.6022727266,485.395454545454,1297.5,0.5988158170177438,98527.79155673462,1051743.431576833,14.431441683735072,4.702373282319338,8.786364278060937,10.816488433507825,1.4356057095265589,4.261471147413776,6,279,208.26650907104624,22.112314486270748,77.20019722678529,67.86202579894541,126.79990369088942,648,1082.1357445553226,1082.1357445553226,8,3.538970149367632,1.5501916627190857,2.184517998278563,6.986691908612506,14.431441683735072,4.702373282319338,1082.1357445553226,0
2012,3,SARDINA COMUN,63621.375583844674,109190,2,7,0.02240300178184658,0,2012-03-01,246995.89999999973,14111.308999999996,232884.59099999972,5,3,0.05713175400887226,0.9428682459911276,629800.6022727266,485.395454545454,1297.5,0.5988158170177438,106245.31579792836,1051743.431576833,14.431441683735072,4.702373282319338,8.786364278060937,10.816488433507825,1.4356057095265589,4.261471147413776,6,279,208.26650907104624,22.112314486270748,77.20019722678529,67.86202579894541,126.79990369088942,648,1082.1357445553226,1082.1357445553226,8,3.538970149367632,1.5501916627190857,2.184517998278563,6.986691908612506,14.431441683735072,4.702373282319338,1082.1357445553226,0
2012,4,ANCHOVETA,64809.253359191025,7219,2,4,0.200144482883664,0,2012-04-01,30577.223999999987,1966.032,28611.191999999988,6,1,0.064297269104612,0.935702730895388,677971.395,486.001,1395,0.5994146328347614,108120.90631270388,1131055.7965422478,12.36185614492418,3.9154033869075175,6.3354629336315735,8.442152267237043,1.02802558421365,3.7342923720365784,6,270,152.8154873477997,15.33038368220686,40.13809058341958,48.40165341829964,78.31808139705284,670.4125,1118.445335292324,1118.445335292324,8,3.4769804497827717,1.3674691196879127,1.8618237784188216,7.0196949065059195,14.431441683735072,4.702373282319338,1082.1357445553226,36.30959073700137
2012,4,SARDINA COMUN,67599.12067486417,83928,3,8,0.16643606209549433,0,2012-04-01,190814.7750000001,23250.824000000004,167563.95100000012,6,2,0.1218502288410318,0.8781497711589683,677971.395,486.001,1395,0.5994146328347614,112775.22598201068,1131055.7965422478,12.36185614492418,3.9154033869075175,6.3354629336315735,8.442152267237043,1.02802558421365,3.7342923720365784,6,270,152.8154873477997,15.33038368220686,40.13809058341958,48.40165341829964,78.31808139705284,670.4125,1118.445335292324,1118.445335292324,8,3.4769804497827717,1.3674691196879127,1.8618237784188216,7.0196949065059195,12.36185614492418,3.9154033869075175,1118.445335292324,0
2012,5,ANCHOVETA,62510.38062283737,2312,2,3,0.20127894873676033,0,2012-05-01,10886.609000000002,737.2610000000001,10149.348000000002,5,1,0.06772182228644383,0.932278177713556,759550.6095238092,497.088095238095,1528,0.5994146328347614,104285.71008887832,1267153.9330491985,12.955484283334322,1.7867660035669577,6.989055508045797,9.335203560371982,1.1022942189058076,1.800679444926369,6,279,167.84457301572263,3.1925327515026365,48.846896894545296,23.148418877207792,90.5465987898385,656.2125,1094.755556594655,1094.755556594655,8,3.495157689688298,0.5859883842792778,1.958552117008087,6.998286381343123,12.36185614492418,3.9154033869075175,1118.445335292324,-23.689778697669
2012,5,SARDINA COMUN,71166.45939325419,26535,3,6,0.20393800396400447,0,2012-05-01,60009.51300000002,17293.07399999999,42716.43900000003,5,2,0.2881722102960573,0.7118277897039427,759550.6095238092,497.088095238095,1528,0.5994146328347614,118726.59674104488,1267153.9330491985,12.955484283334322,1.7867660035669577,6.989055508045797,9.335203560371982,1.1022942189058076,1.800679444926369,6,279,167.84457301572263,3.1925327515026365,48.846896894545296,23.148418877207792,90.5465987898385,656.2125,1094.755556594655,1094.755556594655,8,3.495157689688298,0.5859883842792778,1.958552117008087,6.998286381343123,12.955484283334322,1.7867660035669577,1094.755556594655,0
2012,6,ANCHOVETA,65468.93787575151,499,2,3,0.2878850836772574,0,2012-06-01,2786.318,548.9399999999999,2237.378,5,0,0.19701268842967673,0.8029873115703234,831758.2166666663,505.628095238095,1645,0.597616388936257,109550.104528232,1391792.8491672997,12.031384126941534,1.473820289740971,7.292066547862764,9.250514106017574,1.381620257780072,1.3250397024181926,6,270,144.7542040100207,2.172146246452159,53.174234538459174,17.732098039953886,87.73365371655741,627.7125,1050.3602505234392,1050.3602505234392,8,3.466716176141702,0.394620038854869,2.0004073369859214,6.956888480044294,12.955484283334322,1.7867660035669577,1094.755556594655,-44.39530607121583
2012,6,SARDINA COMUN,82945.61727794532,10279,3,5,0.28125531970924594,0,2012-06-01,31836.169,18735.995000000003,13100.174,5,1,0.5885128640949231,0.411487135905077,831758.2166666663,505.628095238095,1645,0.597616388936257,138794.0806402357,1391792.8491672997,12.031384126941534,1.473820289740971,7.292066547862764,9.250514106017574,1.381620257780072,1.3250397024181926,6,270,144.7542040100207,2.172146246452159,53.174234538459174,17.732098039953886,87.73365371655741,627.7125,1050.3602505234392,1050.3602505234392,8,3.466716176141702,0.394620038854869,2.0004073369859214,6.956888480044294,12.031384126941534,1.473820289740971,1050.3602505234392,0
2012,7,ANCHOVETA,71000,187,1,1,NA,0,2012-07-01,2110.4800000000014,432.26499999999993,1678.215000000001,3,0,0.20481833516545983,0.79518166483454,838748.3225,491.9345,1705,0.597616388936257,118805.30941659468,1403489.4926374962,11.126484673401723,2.107313402555108,6.747583940624063,8.689230907752933,1.146879900787179,1.6011601947285126,6,279,123.79866118744346,4.440769776588386,45.52988903576775,23.446990275583445,75.07688929784524,583.075,975.6676871560696,975.6676871560696,8,3.4380590539975024,0.7501480220814957,1.9238958806595972,6.883122043963854,12.031384126941534,1.473820289740971,1050.3602505234392,-74.69256336736953
2012,7,SARDINA COMUN,75858.96276194784,13266,3,4,0.23509442935521693,0,2012-07-01,43739.299000000035,8593.246,35146.053000000036,5,1,0.19646510567076056,0.8035348943292394,838748.3225,491.9345,1705,0.597616388936257,126935.8808866922,1403489.4926374962,11.126484673401723,2.107313402555108,6.747583940624063,8.689230907752933,1.146879900787179,1.6011601947285126,6,279,123.79866118744346,4.440769776588386,45.52988903576775,23.446990275583445,75.07688929784524,583.075,975.6676871560696,975.6676871560696,8,3.4380590539975024,0.7501480220814957,1.9238958806595972,6.883122043963854,11.126484673401723,2.107313402555108,975.6676871560696,0
2012,8,ANCHOVETA,78000,25,1,1,NA,0,2012-08-01,302.07800000000003,238.087,63.99100000000001,4,0,0.7881639841365474,0.2118360158634525,807108.0845454547,480.994090909091,1678,0.5988116217141295,130257.99295063935,1347849.7331682805,10.905127420686652,2.072582972263568,6.9259080609696255,8.935985998883284,0.7702968926484254,2.789890398976232,6,279,118.9218040614119,4.295600176916886,47.96820246900404,22.601781402479677,75.52790990883459,607.0625,1013.7787544307372,1013.7787544307372,8,3.4309221060824058,0.7336089368887264,1.9496044682142704,6.921439969447323,11.126484673401723,2.107313402555108,975.6676871560696,38.11106727466756
2012,8,SARDINA COMUN,77471.47081371154,9131,3,4,0.23455655812116052,0,2012-08-01,19686.011999999995,9553.973000000002,10132.039,5,0,0.48531784903920633,0.5146821509607941,807108.0845454547,480.994090909091,1678,0.5988116217141295,129375.36280933462,1347849.7331682805,10.905127420686652,2.072582972263568,6.9259080609696255,8.935985998883284,0.7702968926484254,2.789890398976232,6,279,118.9218040614119,4.295600176916886,47.96820246900404,22.601781402479677,75.52790990883459,607.0625,1013.7787544307372,1013.7787544307372,8,3.4309221060824058,0.7336089368887264,1.9496044682142704,6.921439969447323,10.905127420686652,2.072582972263568,1013.7787544307372,0
2012,10,ANCHOVETA,78545.90264941467,1623,2,4,0.230970310512372,0,2012-10-01,7392.5039999999935,384.88499999999993,7007.618999999993,3,1,0.05206422614042553,0.9479357738595744,784348.4999999995,475.362727272727,1650,0.6072237273759696,129352.49251349174,1291696.0662743684,12.406217478002551,4.443755290272769,5.362507811605119,7.291531208985608,0.7287155165358304,4.208050213207483,6,279,153.91423211149603,19.74696107982722,28.756490029525924,55.13019455014833,66.52843813826065,634.55,1045.001984263884,1045.001984263884,8,3.478350301857534,1.493747625761569,1.697907990462813,6.951774063214223,10.905127420686652,2.072582972263568,1013.7787544307372,31.223229833146775
2012,10,SARDINA COMUN,80062.66638495668,23665,3,7,0.16646503859736464,0,2012-10-01,50721.09699999997,14513.606,36207.49099999997,4,2,0.28614534894621874,0.7138546510537813,784348.4999999995,475.362727272727,1650,0.6072237273759696,131850.35889644173,1291696.0662743684,12.406217478002551,4.443755290272769,5.362507811605119,7.291531208985608,0.7287155165358304,4.208050213207483,6,279,153.91423211149603,19.74696107982722,28.756490029525924,55.13019455014833,66.52843813826065,634.55,1045.001984263884,1045.001984263884,8,3.478350301857534,1.493747625761569,1.697907990462813,6.951774063214223,12.406217478002551,4.443755290272769,1045.001984263884,0
2012,11,ANCHOVETA,77934.72966390647,2053,2,3,0.22852340633098117,0,2012-11-01,7308.017999999999,3794.542999999999,3513.475000000001,4,2,0.5192301113653524,0.48076988863464776,792941.325,480.5705,1650,0.6041876087390898,128990.9434365138,1312409.1151998795,13.163576643623596,4.927819207115512,6.7861841060011345,8.808076412387269,0.8661815867449981,4.315779167639783,6,270,173.27975005255266,24.28340213801655,46.05229472054242,64.8677258187855,89.3304545970862,636.775,1053.9358814870739,1053.9358814870739,8,3.5014521846322557,1.5969237776799308,1.929517100835592,6.96028689374715,12.406217478002551,4.443755290272769,1045.001984263884,8.933897223189888
2012,11,SARDINA COMUN,83933.62874856665,51453,3,6,0.18550589245540547,0,2012-11-01,108437.95500000002,61749.652,46688.303000000014,5,3,0.5694468509665273,0.4305531490334727,792941.325,480.5705,1650,0.6041876087390898,138919.81155279244,1312409.1151998795,13.163576643623596,4.927819207115512,6.7861841060011345,8.808076412387269,0.8661815867449981,4.315779167639783,6,270,173.27975005255266,24.28340213801655,46.05229472054242,64.8677258187855,89.3304545970862,636.775,1053.9358814870739,1053.9358814870739,8,3.5014521846322557,1.5969237776799308,1.929517100835592,6.96028689374715,13.163576643623596,4.927819207115512,1053.9358814870739,0
2012,12,ANCHOVETA,91828.57142857143,525,1,2,NA,0,2012-12-01,4835.112999999999,3899.116999999999,935.9959999999996,3,1,0.8064169337924469,0.19358306620755292,1006740.9684210536,477.128421052632,2110,0.6041876087390898,151986.84994585242,1666272.121207638,14.81880837521634,2.6137039535465845,7.501441157851518,9.380741591463266,0.9220114187198888,2.6952769346175804,6,279,219.5970816613819,6.831448356785046,56.271619444708726,38.73197803715218,111.16241905616263,624.95,1034.3641461039565,1034.3641461039565,8,3.550157711331017,0.9645870421355642,2.028337855348636,6.941542165317824,13.163576643623596,4.927819207115512,1053.9358814870739,-19.571735383117357
2012,12,SARDINA COMUN,91536.99383934446,33438,2,5,0.02839557819912719,0,2012-12-01,60548.53400000001,16546.941000000003,44001.59300000001,5,2,0.27328392459510253,0.7267160754048976,1006740.9684210536,477.128421052632,2110,0.6041876087390898,151504.25549173,1666272.121207638,14.81880837521634,2.6137039535465845,7.501441157851518,9.380741591463266,0.9220114187198888,2.6952769346175804,6,279,219.5970816613819,6.831448356785046,56.271619444708726,38.73197803715218,111.16241905616263,624.95,1034.3641461039565,1034.3641461039565,8,3.550157711331017,0.9645870421355642,2.028337855348636,6.941542165317824,14.81880837521634,2.6137039535465845,1034.3641461039565,0
2013,2,ANCHOVETA,221303,3.641,1,1,NA,0,2013-02-01,252.02000000000004,70.09,181.93000000000004,4,0,0.27811284818665183,0.7218871518133482,993104.31125,472.3445,2102.5,0.6060013799405244,365185.63707184896,1638782.260442159,14.773967471711291,4.673624583639967,7.278704152545062,9.132000958245692,1.8859145704309048,4.106858857833586,6,252,218.27011485518332,21.842766748803857,52.97953414027673,69.04797757368709,107.53533838591063,634.3511574380283,1046.7817045239835,1046.7817045239835,8,3.548869045685344,1.5440722938555824,1.9985980341087777,6.9534756929755375,14.81880837521634,2.6137039535465845,1034.3641461039565,12.417558420027035
2013,2,SARDINA COMUN,149998,448.732,1,1,NA,0,2013-02-01,12087.563000000004,1071.941,11015.622000000005,5,1,0.08868131649034629,0.9113186835096536,993104.31125,472.3445,2102.5,0.6060013799405244,247520.8885080781,1638782.260442159,14.773967471711291,4.673624583639967,7.278704152545062,9.132000958245692,1.8859145704309048,4.106858857833586,6,252,218.27011485518332,21.842766748803857,52.97953414027673,69.04797757368709,107.53533838591063,634.3511574380283,1046.7817045239835,1046.7817045239835,8,3.548869045685344,1.5440722938555824,1.9985980341087777,6.9534756929755375,14.773967471711291,4.673624583639967,1046.7817045239835,0
2013,3,ANCHOVETA,85647.96434929254,6912.177,2,5,0.07583537747874296,0,2013-03-01,21597.034000000003,44.464,21552.570000000003,6,2,0.00205880122242711,0.9979411987775728,1031196.33,472.484,2182.5,0.6084253854602866,140769.87317762565,1694860.7908920145,13.533868311542534,6.336686245507254,5.85250524543208,7.918431009452744,1.2436940803442953,5.092198484568346,6,279,183.16559147417516,40.15359257400082,34.25181764781001,85.75987717825805,79.20703528428969,661.1108821821392,1086.5931928234634,1086.5931928234634,8,3.5125559224948004,1.847932825591704,1.7838121805934577,6.990802569440579,14.773967471711291,4.673624583639967,1046.7817045239835,39.811488299479834
2013,3,SARDINA COMUN,99758.36521136692,23975.130000000005,2,6,0.1732855764986839,0,2013-03-01,67779.91399999999,470.75,67309.16399999999,6,3,0.00694527290193965,0.9930547270980604,1031196.33,472.484,2182.5,0.6084253854602866,163961.54334667945,1694860.7908920145,13.533868311542534,6.336686245507254,5.85250524543208,7.918431009452744,1.2436940803442953,5.092198484568346,6,279,183.16559147417516,40.15359257400082,34.25181764781001,85.75987717825805,79.20703528428969,661.1108821821392,1086.5931928234634,1086.5931928234634,8,3.5125559224948004,1.847932825591704,1.7838121805934577,6.990802569440579,13.533868311542534,6.336686245507254,1086.5931928234634,0
2013,4,ANCHOVETA,82013.11880925074,2992.3679999999995,2,2,0.0447560380360815,0,2013-04-01,7411.364999999996,0,7411.364999999996,4,1,0,1,1022177.195454546,472.137272727273,2165,0.6053832585329851,135473.05389315146,1688479.456685952,13.413993183944877,4.729358206022182,5.8159050973788995,8.05784709424989,0.7680877774183691,5.321251155531847,6,270,179.9352131389196,22.36682904086935,33.82475210171787,63.43957874001532,78.01451133471082,621.8749836401394,1027.2417924921122,1027.2417924921122,8,3.508974769847563,1.555901726966256,1.7776445030327477,6.934632617945387,13.533868311542534,6.336686245507254,1086.5931928234634,-59.351400331351215
2013,4,SARDINA COMUN,87070.0533795839,5303.863,2,3,0.09893819211857616,0,2013-04-01,22539.18099999999,17.96,22521.22099999999,6,2,7.968346321013176e-4,0.9992031653678988,1022177.195454546,472.137272727273,2165,0.6053832585329851,143826.3317531761,1688479.456685952,13.413993183944877,4.729358206022182,5.8159050973788995,8.05784709424989,0.7680877774183691,5.321251155531847,6,270,179.9352131389196,22.36682904086935,33.82475210171787,63.43957874001532,78.01451133471082,621.8749836401394,1027.2417924921122,1027.2417924921122,8,3.508974769847563,1.555901726966256,1.7776445030327477,6.934632617945387,13.413993183944877,4.729358206022182,1027.2417924921122,0
2013,5,ANCHOVETA,87251.4333377628,1151.379,2,2,0.08499690452614879,0,2013-05-01,3483.217000000001,904.453,2578.7640000000006,5,0,0.25966025085431077,0.7403397491456892,949574.0571428568,479.58285714285694,1980,0.6053832585329851,144125.94353731835,1568550.242773385,13.148869807548214,1.7132260735936289,5.821781099108661,7.908865394710629,0.9876078094125628,2.1888836798062963,6,279,172.89277721585302,2.9351435792410423,33.89313516593885,22.526986592579643,76.54984172022473,594.4643603522914,981.9636601660354,981.9636601660354,8,3.5010086227640524,0.5441981582210387,1.7786372649821407,6.889554301728828,13.413993183944877,4.729358206022182,1027.2417924921122,-45.27813232607673
2013,5,SARDINA COMUN,96021.45020975568,4405.602,2,3,0.1468203503244301,0,2013-05-01,19175.103000000003,5677.764999999999,13497.338,5,0,0.2961008866549504,0.7038991133450494,949574.0571428568,479.58285714285694,1980,0.6053832585329851,158612.66207202824,1568550.242773385,13.148869807548214,1.7132260735936289,5.821781099108661,7.908865394710629,0.9876078094125628,2.1888836798062963,6,279,172.89277721585302,2.9351435792410423,33.89313516593885,22.526986592579643,76.54984172022473,594.4643603522914,981.9636601660354,981.9636601660354,8,3.5010086227640524,0.5441981582210387,1.7786372649821407,6.889554301728828,13.148869807548214,1.7132260735936289,981.9636601660354,0
2013,6,ANCHOVETA,90000,610.9680000000001,1,1,NA,0,2013-06-01,2842.523000000001,322.87,2519.6530000000007,3,0,0.11358571241112204,0.8864142875888779,898908.7250000001,502.886,1787.5,0.6090155580841831,147779.47591867507,1476002.8919913827,11.52391527824104,1.76325749123466,8.259731402872385,10.151829681019866,0.7173699479620499,1.2832955851739531,6,270,132.8006233400773,3.109076980395147,68.22316284759621,20.319629942712066,95.1844449077284,611.0229100455533,1003.2960602315069,1003.2960602315069,8,3.4507464729557857,0.5728182456701063,2.123426297737452,6.911045919113837,13.148869807548214,1.7132260735936289,981.9636601660354,21.33240006547146
