ANIO,MES_TXT,RG,TONELADAS,NM_RECURSO,FLOTA,MES,FECHA,Limite_Superior,is_outlier_Q
2015,oct,8,1635.9450000000006,ANCHOVETA,INDUSTRIAL,10,2015-10-01,2209,FALSE
2015,oct,14,9.159,ANCHOVETA,INDUSTRIAL,10,2015-10-01,2209,FALSE
2015,nov,8,157.454,ANCHOVETA,INDUSTRIAL,11,2015-11-01,2209,FALSE
2015,nov,14,36.374,ANCHOVETA,INDUSTRIAL,11,2015-11-01,2209,FALSE
2015,dic,8,22.592,ANCHOVETA,INDUSTRIAL,12,2015-12-01,2209,FALSE
2016,feb,8,517.637,ANCHOVETA,INDUSTRIAL,2,2016-02-01,2209,FALSE
2016,feb,14,10.637,ANCHOVETA,INDUSTRIAL,2,2016-02-01,2209,FALSE
2016,mar,8,672.4669999999999,ANCHOVETA,INDUSTRIAL,3,2016-03-01,2209,FALSE
2016,may,8,278.19,ANCHOVETA,INDUSTRIAL,5,2016-05-01,2209,FALSE
2016,jun,8,981.0059999999997,ANCHOVETA,INDUSTRIAL,6,2016-06-01,2209,FALSE
2016,jun,14,67.678,ANCHOVETA,INDUSTRIAL,6,2016-06-01,2209,FALSE
2016,jul,8,106.493,ANCHOVETA,INDUSTRIAL,7,2016-07-01,2209,FALSE
2016,jul,14,27.305,ANCHOVETA,INDUSTRIAL,7,2016-07-01,2209,FALSE
2016,oct,8,1543.6519999999998,ANCHOVETA,INDUSTRIAL,10,2016-10-01,2209,FALSE
2016,oct,14,237.736,ANCHOVETA,INDUSTRIAL,10,2016-10-01,2209,FALSE
2016,nov,8,515.844,ANCHOVETA,INDUSTRIAL,11,2016-11-01,2209,FALSE
2016,dic,8,376.138,ANCHOVETA,INDUSTRIAL,12,2016-12-01,2209,FALSE
2017,feb,8,515.855,ANCHOVETA,INDUSTRIAL,2,2017-02-01,2209,FALSE
2017,feb,14,87.75999999999999,ANCHOVETA,INDUSTRIAL,2,2017-02-01,2209,FALSE
2017,mar,8,170.201,ANCHOVETA,INDUSTRIAL,3,2017-03-01,2209,FALSE
2017,abr,8,22.888,ANCHOVETA,INDUSTRIAL,4,2017-04-01,2209,FALSE
2017,may,8,356.392,ANCHOVETA,INDUSTRIAL,5,2017-05-01,2209,FALSE
2017,oct,8,1030.732,ANCHOVETA,INDUSTRIAL,10,2017-10-01,2209,FALSE
2017,nov,8,1087.67,ANCHOVETA,INDUSTRIAL,11,2017-11-01,2209,FALSE
2018,feb,8,380.427,ANCHOVETA,INDUSTRIAL,2,2018-02-01,2209,FALSE
2018,mar,8,540.303,ANCHOVETA,INDUSTRIAL,3,2018-03-01,2209,FALSE
2018,oct,8,475.379,ANCHOVETA,INDUSTRIAL,10,2018-10-01,2209,FALSE
2019,jul,8,57.192,ANCHOVETA,INDUSTRIAL,7,2019-07-01,2209,FALSE
2019,oct,8,101.438,ANCHOVETA,INDUSTRIAL,10,2019-10-01,2209,FALSE
2019,nov,8,505.01399999999995,ANCHOVETA,INDUSTRIAL,11,2019-11-01,2209,FALSE
2020,may,14,5.041,ANCHOVETA,INDUSTRIAL,5,2020-05-01,2209,FALSE
2020,oct,8,482.427,ANCHOVETA,INDUSTRIAL,10,2020-10-01,2209,FALSE
2020,nov,8,538.307,ANCHOVETA,INDUSTRIAL,11,2020-11-01,2209,FALSE
2020,dic,8,768.6700000000001,ANCHOVETA,INDUSTRIAL,12,2020-12-01,2209,FALSE
2022,abr,8,33.85,ANCHOVETA,INDUSTRIAL,4,2022-04-01,2209,FALSE
2022,oct,8,378.34800000000007,ANCHOVETA,INDUSTRIAL,10,2022-10-01,2209,FALSE
2022,nov,8,521.786,ANCHOVETA,INDUSTRIAL,11,2022-11-01,2209,FALSE
2023,jun,8,944.6610000000001,ANCHOVETA,INDUSTRIAL,6,2023-06-01,2209,FALSE
2023,jul,8,33.8,ANCHOVETA,INDUSTRIAL,7,2023-07-01,2209,FALSE
2023,oct,8,589.444,ANCHOVETA,INDUSTRIAL,10,2023-10-01,2209,FALSE
2024,abr,8,360.381,ANCHOVETA,INDUSTRIAL,4,2024-04-01,2209,FALSE
2024,may,8,459.77599999999995,ANCHOVETA,INDUSTRIAL,5,2024-05-01,2209,FALSE
2024,oct,8,595.778,ANCHOVETA,INDUSTRIAL,10,2024-10-01,2209,FALSE
2024,nov,8,643.111,ANCHOVETA,INDUSTRIAL,11,2024-11-01,2209,FALSE
2012,ene,5,8.8,JUREL,ARTESANAL,1,2012-01-01,399,FALSE
2012,ene,8,251.75,JUREL,ARTESANAL,1,2012-01-01,399,FALSE
2012,ene,10,214.98899999999998,JUREL,ARTESANAL,1,2012-01-01,399,FALSE
2012,feb,5,2.5,JUREL,ARTESANAL,2,2012-02-01,399,FALSE
2012,feb,10,389.6299999999999,JUREL,ARTESANAL,2,2012-02-01,399,FALSE
2012,mar,5,251.77499999999998,JUREL,ARTESANAL,3,2012-03-01,399,FALSE
2012,mar,8,30.305000000000003,JUREL,ARTESANAL,3,2012-03-01,399,FALSE
2012,abr,5,63.370000000000005,JUREL,ARTESANAL,4,2012-04-01,399,FALSE
2012,abr,8,94.872,JUREL,ARTESANAL,4,2012-04-01,399,FALSE
2012,may,5,39.46,JUREL,ARTESANAL,5,2012-05-01,399,FALSE
2012,may,7,2.43,JUREL,ARTESANAL,5,2012-05-01,399,FALSE
2012,may,8,119.33599999999998,JUREL,ARTESANAL,5,2012-05-01,399,FALSE
2012,jun,8,6.5,JUREL,ARTESANAL,6,2012-06-01,399,FALSE
2012,jul,8,37.826,JUREL,ARTESANAL,7,2012-07-01,399,FALSE
2012,ago,8,413.35600000000005,JUREL,ARTESANAL,8,2012-08-01,399,TRUE
2012,sept,8,1209.9589999999998,JUREL,ARTESANAL,9,2012-09-01,399,TRUE
2012,oct,8,58.199999999999996,JUREL,ARTESANAL,10,2012-10-01,399,FALSE
2012,nov,8,35.955,JUREL,ARTESANAL,11,2012-11-01,399,FALSE
2012,dic,8,53.379,JUREL,ARTESANAL,12,2012-12-01,399,FALSE
2012,dic,10,201.65,JUREL,ARTESANAL,12,2012-12-01,399,FALSE
2013,ene,8,1707.8819999999998,JUREL,ARTESANAL,1,2013-01-01,399,TRUE
2013,feb,8,3740.6100000000006,JUREL,ARTESANAL,2,2013-02-01,399,TRUE
2013,feb,10,27.958,JUREL,ARTESANAL,2,2013-02-01,399,FALSE
2013,mar,8,51.705999999999996,JUREL,ARTESANAL,3,2013-03-01,399,FALSE
2013,mar,10,88.32,JUREL,ARTESANAL,3,2013-03-01,399,FALSE
2013,abr,8,0.185,JUREL,ARTESANAL,4,2013-04-01,399,FALSE
2013,abr,14,15.382000000000001,JUREL,ARTESANAL,4,2013-04-01,399,FALSE
2013,nov,14,0.028,JUREL,ARTESANAL,11,2013-11-01,399,FALSE
2013,dic,14,0.016,JUREL,ARTESANAL,12,2013-12-01,399,FALSE
2013,dic,10,232.747,JUREL,ARTESANAL,12,2013-12-01,399,FALSE
2014,ene,8,1789.7820000000004,JUREL,ARTESANAL,1,2014-01-01,399,TRUE
2014,feb,8,3333.5269999999996,JUREL,ARTESANAL,2,2014-02-01,399,TRUE
2014,feb,14,0.015,JUREL,ARTESANAL,2,2014-02-01,399,FALSE
2014,feb,10,3.059,JUREL,ARTESANAL,2,2014-02-01,399,FALSE
2014,mar,7,21.29,JUREL,ARTESANAL,3,2014-03-01,399,FALSE
2014,mar,8,0.217,JUREL,ARTESANAL,3,2014-03-01,399,FALSE
2014,ago,8,19.807,JUREL,ARTESANAL,8,2014-08-01,399,FALSE
2014,sept,8,120.34599999999999,JUREL,ARTESANAL,9,2014-09-01,399,FALSE
2014,oct,8,277.833,JUREL,ARTESANAL,10,2014-10-01,399,FALSE
2014,dic,10,40.854,JUREL,ARTESANAL,12,2014-12-01,399,FALSE
2015,ene,8,111.435,JUREL,ARTESANAL,1,2015-01-01,399,FALSE
2015,ene,10,27.450000000000003,JUREL,ARTESANAL,1,2015-01-01,399,FALSE
2015,feb,7,12.623,JUREL,ARTESANAL,2,2015-02-01,399,FALSE
2015,feb,8,775.7719999999999,JUREL,ARTESANAL,2,2015-02-01,399,TRUE
2015,mar,5,77.88,JUREL,ARTESANAL,3,2015-03-01,399,FALSE
2015,mar,8,585.83,JUREL,ARTESANAL,3,2015-03-01,399,TRUE
2015,abr,5,211.516,JUREL,ARTESANAL,4,2015-04-01,399,FALSE
2015,abr,8,0.18,JUREL,ARTESANAL,4,2015-04-01,399,FALSE
2015,may,5,74.478,JUREL,ARTESANAL,5,2015-05-01,399,FALSE
2015,may,8,1158.3229999999996,JUREL,ARTESANAL,5,2015-05-01,399,TRUE
2015,jun,8,303.50699999999995,JUREL,ARTESANAL,6,2015-06-01,399,FALSE
2015,jul,8,35.358,JUREL,ARTESANAL,7,2015-07-01,399,FALSE
2015,ago,8,33.075,JUREL,ARTESANAL,8,2015-08-01,399,FALSE
2015,sept,8,184.466,JUREL,ARTESANAL,9,2015-09-01,399,FALSE
2015,oct,8,163.836,JUREL,ARTESANAL,10,2015-10-01,399,FALSE
2015,dic,8,2064.1330000000007,JUREL,ARTESANAL,12,2015-12-01,399,TRUE
2016,ene,8,11309.323,JUREL,ARTESANAL,1,2016-01-01,399,TRUE
2016,ene,10,221.93699999999998,JUREL,ARTESANAL,1,2016-01-01,399,FALSE
2016,feb,8,225.362,JUREL,ARTESANAL,2,2016-02-01,399,FALSE
2016,mar,5,22.493,JUREL,ARTESANAL,3,2016-03-01,399,FALSE
2016,mar,8,123.92000000000002,JUREL,ARTESANAL,3,2016-03-01,399,FALSE
2016,mar,10,21.595000000000002,JUREL,ARTESANAL,3,2016-03-01,399,FALSE
2016,abr,8,206.054,JUREL,ARTESANAL,4,2016-04-01,399,FALSE
2016,may,8,85.12100000000001,JUREL,ARTESANAL,5,2016-05-01,399,FALSE
2016,jun,8,15.728,JUREL,ARTESANAL,6,2016-06-01,399,FALSE
2016,jul,8,47.129,JUREL,ARTESANAL,7,2016-07-01,399,FALSE
2016,ago,8,145.126,JUREL,ARTESANAL,8,2016-08-01,399,FALSE
2016,sept,8,25.617,JUREL,ARTESANAL,9,2016-09-01,399,FALSE
2016,oct,8,151.068,JUREL,ARTESANAL,10,2016-10-01,399,FALSE
2017,ene,8,7818.959999999998,JUREL,ARTESANAL,1,2017-01-01,399,TRUE
2017,feb,14,36.004,JUREL,ARTESANAL,2,2017-02-01,399,FALSE
2017,mar,8,73.014,JUREL,ARTESANAL,3,2017-03-01,399,FALSE
2017,mar,14,955.0600000000002,JUREL,ARTESANAL,3,2017-03-01,399,TRUE
2017,abr,8,62.635000000000005,JUREL,ARTESANAL,4,2017-04-01,399,FALSE
2017,may,5,84.87700000000001,JUREL,ARTESANAL,5,2017-05-01,399,FALSE
2017,may,8,168.085,JUREL,ARTESANAL,5,2017-05-01,399,FALSE
2017,jun,8,143.759,JUREL,ARTESANAL,6,2017-06-01,399,FALSE
2017,jul,8,199.63800000000003,JUREL,ARTESANAL,7,2017-07-01,399,FALSE
2017,ago,8,105.29999999999998,JUREL,ARTESANAL,8,2017-08-01,399,FALSE
2017,sept,5,101.94099999999999,JUREL,ARTESANAL,9,2017-09-01,399,FALSE
2017,sept,8,3,JUREL,ARTESANAL,9,2017-09-01,399,FALSE
2017,sept,10,1.22,JUREL,ARTESANAL,9,2017-09-01,399,FALSE
2017,nov,5,3.8,JUREL,ARTESANAL,11,2017-11-01,399,FALSE
2017,dic,5,3.2,JUREL,ARTESANAL,12,2017-12-01,399,FALSE
2017,dic,8,46.044,JUREL,ARTESANAL,12,2017-12-01,399,FALSE
2017,dic,10,15.573,JUREL,ARTESANAL,12,2017-12-01,399,FALSE
2018,ene,8,7457.022,JUREL,ARTESANAL,1,2018-01-01,399,TRUE
2018,ene,10,32.93,JUREL,ARTESANAL,1,2018-01-01,399,FALSE
2018,feb,5,27.15,JUREL,ARTESANAL,2,2018-02-01,399,FALSE
2018,feb,8,1398.3600000000001,JUREL,ARTESANAL,2,2018-02-01,399,TRUE
2018,feb,10,12.5,JUREL,ARTESANAL,2,2018-02-01,399,FALSE
2018,mar,14,427.2,JUREL,ARTESANAL,3,2018-03-01,399,TRUE
2018,abr,8,225.32000000000002,JUREL,ARTESANAL,4,2018-04-01,399,FALSE
2018,abr,14,182.095,JUREL,ARTESANAL,4,2018-04-01,399,FALSE
2018,may,8,149.152,JUREL,ARTESANAL,5,2018-05-01,399,FALSE
2018,jun,8,1318.0639999999999,JUREL,ARTESANAL,6,2018-06-01,399,TRUE
2018,jun,10,5.2,JUREL,ARTESANAL,6,2018-06-01,399,FALSE
2018,jul,8,1630.3729999999998,JUREL,ARTESANAL,7,2018-07-01,399,TRUE
2018,ago,8,225.307,JUREL,ARTESANAL,8,2018-08-01,399,FALSE
2018,oct,5,8.865,JUREL,ARTESANAL,10,2018-10-01,399,FALSE
2018,oct,8,21.729999999999997,JUREL,ARTESANAL,10,2018-10-01,399,FALSE
2018,nov,8,12.635,JUREL,ARTESANAL,11,2018-11-01,399,FALSE
2018,dic,5,0.5,JUREL,ARTESANAL,12,2018-12-01,399,FALSE
2018,dic,8,1013.4180000000002,JUREL,ARTESANAL,12,2018-12-01,399,TRUE
2018,dic,10,31.596999999999998,JUREL,ARTESANAL,12,2018-12-01,399,FALSE
2019,ene,5,71.59299999999999,JUREL,ARTESANAL,1,2019-01-01,399,FALSE
2019,ene,8,9484.891,JUREL,ARTESANAL,1,2019-01-01,399,TRUE
2019,ene,10,83.82799999999999,JUREL,ARTESANAL,1,2019-01-01,399,FALSE
2019,feb,5,20.794,JUREL,ARTESANAL,2,2019-02-01,399,FALSE
2019,feb,8,2154.3740000000007,JUREL,ARTESANAL,2,2019-02-01,399,TRUE
2019,feb,14,340.21700000000004,JUREL,ARTESANAL,2,2019-02-01,399,FALSE
2019,feb,10,37.03,JUREL,ARTESANAL,2,2019-02-01,399,FALSE
2019,mar,5,17.729,JUREL,ARTESANAL,3,2019-03-01,399,FALSE
2019,mar,8,153.122,JUREL,ARTESANAL,3,2019-03-01,399,FALSE
2019,mar,14,355.852,JUREL,ARTESANAL,3,2019-03-01,399,FALSE
2019,mar,10,1.039,JUREL,ARTESANAL,3,2019-03-01,399,FALSE
2019,abr,5,20.819000000000003,JUREL,ARTESANAL,4,2019-04-01,399,FALSE
2019,abr,8,91.531,JUREL,ARTESANAL,4,2019-04-01,399,FALSE
2019,abr,14,158.505,JUREL,ARTESANAL,4,2019-04-01,399,FALSE
2019,may,5,2.883,JUREL,ARTESANAL,5,2019-05-01,399,FALSE
2019,jun,5,0.5,JUREL,ARTESANAL,6,2019-06-01,399,FALSE
2019,jun,8,638.944,JUREL,ARTESANAL,6,2019-06-01,399,TRUE
2019,jul,8,12.19,JUREL,ARTESANAL,7,2019-07-01,399,FALSE
2019,sept,8,60.07300000000001,JUREL,ARTESANAL,9,2019-09-01,399,FALSE
2019,oct,8,22.408,JUREL,ARTESANAL,10,2019-10-01,399,FALSE
2019,nov,8,573.564,JUREL,ARTESANAL,11,2019-11-01,399,TRUE
2019,dic,8,502.316,JUREL,ARTESANAL,12,2019-12-01,399,TRUE
2020,ene,8,10525.548,JUREL,ARTESANAL,1,2020-01-01,399,TRUE
2020,feb,5,135.234,JUREL,ARTESANAL,2,2020-02-01,399,FALSE
2020,feb,8,1518.255,JUREL,ARTESANAL,2,2020-02-01,399,TRUE
2020,feb,14,1084.4620000000002,JUREL,ARTESANAL,2,2020-02-01,399,TRUE
2020,mar,5,114.849,JUREL,ARTESANAL,3,2020-03-01,399,FALSE
2020,mar,8,2009.1739999999995,JUREL,ARTESANAL,3,2020-03-01,399,TRUE
2020,abr,8,8.303,JUREL,ARTESANAL,4,2020-04-01,399,FALSE
2020,may,8,0.31,JUREL,ARTESANAL,5,2020-05-01,399,FALSE
2020,ago,8,201.438,JUREL,ARTESANAL,8,2020-08-01,399,FALSE
2020,sept,8,5.925,JUREL,ARTESANAL,9,2020-09-01,399,FALSE
2020,nov,8,211.59500000000003,JUREL,ARTESANAL,11,2020-11-01,399,FALSE
2020,dic,8,211.16,JUREL,ARTESANAL,12,2020-12-01,399,FALSE
2020,dic,10,2.5,JUREL,ARTESANAL,12,2020-12-01,399,FALSE
2021,ene,5,3.352,JUREL,ARTESANAL,1,2021-01-01,399,FALSE
2021,ene,8,13569.384999999995,JUREL,ARTESANAL,1,2021-01-01,399,TRUE
2021,feb,8,2410.5260000000003,JUREL,ARTESANAL,2,2021-02-01,399,TRUE
2021,feb,14,1434.07,JUREL,ARTESANAL,2,2021-02-01,399,TRUE
2021,abr,5,7.277,JUREL,ARTESANAL,4,2021-04-01,399,FALSE
2021,abr,14,12.942,JUREL,ARTESANAL,4,2021-04-01,399,FALSE
2021,jun,5,2.248,JUREL,ARTESANAL,6,2021-06-01,399,FALSE
2021,ago,8,4.995,JUREL,ARTESANAL,8,2021-08-01,399,FALSE
2021,sept,8,51.138000000000005,JUREL,ARTESANAL,9,2021-09-01,399,FALSE
2021,nov,8,62.012,JUREL,ARTESANAL,11,2021-11-01,399,FALSE
2021,dic,8,102.53,JUREL,ARTESANAL,12,2021-12-01,399,FALSE
2022,ene,8,17523.297000000002,JUREL,ARTESANAL,1,2022-01-01,399,TRUE
2022,ene,14,995.7749999999999,JUREL,ARTESANAL,1,2022-01-01,399,TRUE
2022,feb,8,4816.17,JUREL,ARTESANAL,2,2022-02-01,399,TRUE
2022,feb,14,162.14000000000001,JUREL,ARTESANAL,2,2022-02-01,399,FALSE
2022,mar,14,71.8,JUREL,ARTESANAL,3,2022-03-01,399,FALSE
2022,abr,5,0.025,JUREL,ARTESANAL,4,2022-04-01,399,FALSE
2022,abr,14,249.04,JUREL,ARTESANAL,4,2022-04-01,399,FALSE
2022,may,8,170.83499999999998,JUREL,ARTESANAL,5,2022-05-01,399,FALSE
2022,jul,8,125.34,JUREL,ARTESANAL,7,2022-07-01,399,FALSE
2022,ago,8,82.46,JUREL,ARTESANAL,8,2022-08-01,399,FALSE
2022,sept,10,22.8,JUREL,ARTESANAL,9,2022-09-01,399,FALSE
2022,oct,10,165.48000000000002,JUREL,ARTESANAL,10,2022-10-01,399,FALSE
2022,nov,8,1767.3259999999998,JUREL,ARTESANAL,11,2022-11-01,399,TRUE
2022,nov,10,70.58999999999999,JUREL,ARTESANAL,11,2022-11-01,399,FALSE
2022,dic,8,11091.747000000001,JUREL,ARTESANAL,12,2022-12-01,399,TRUE
2023,ene,8,17397.344999999994,JUREL,ARTESANAL,1,2023-01-01,399,TRUE
2023,ene,14,420.265,JUREL,ARTESANAL,1,2023-01-01,399,TRUE
2023,ene,10,118.89999999999999,JUREL,ARTESANAL,1,2023-01-01,399,FALSE
2023,feb,8,6100.344999999998,JUREL,ARTESANAL,2,2023-02-01,399,TRUE
2023,feb,14,34.08,JUREL,ARTESANAL,2,2023-02-01,399,FALSE
2023,feb,10,75.75,JUREL,ARTESANAL,2,2023-02-01,399,FALSE
2023,mar,5,0.06,JUREL,ARTESANAL,3,2023-03-01,399,FALSE
2023,mar,8,176.055,JUREL,ARTESANAL,3,2023-03-01,399,FALSE
2023,mar,9,0.1,JUREL,ARTESANAL,3,2023-03-01,399,FALSE
2023,mar,14,653.0869999999999,JUREL,ARTESANAL,3,2023-03-01,399,TRUE
2023,mar,10,66.91,JUREL,ARTESANAL,3,2023-03-01,399,FALSE
2023,abr,8,87.685,JUREL,ARTESANAL,4,2023-04-01,399,FALSE
2023,abr,14,701.4830000000001,JUREL,ARTESANAL,4,2023-04-01,399,TRUE
2023,abr,10,24.3,JUREL,ARTESANAL,4,2023-04-01,399,FALSE
2023,may,8,1210.2230000000002,JUREL,ARTESANAL,5,2023-05-01,399,TRUE
2023,may,10,58.870000000000005,JUREL,ARTESANAL,5,2023-05-01,399,FALSE
2023,jun,8,1402.8969999999997,JUREL,ARTESANAL,6,2023-06-01,399,TRUE
2023,jun,10,11.93,JUREL,ARTESANAL,6,2023-06-01,399,FALSE
2023,jul,8,91.46000000000001,JUREL,ARTESANAL,7,2023-07-01,399,FALSE
2023,sept,8,12.42,JUREL,ARTESANAL,9,2023-09-01,399,FALSE
2023,oct,8,37.885,JUREL,ARTESANAL,10,2023-10-01,399,FALSE
2023,nov,8,17212.869,JUREL,ARTESANAL,11,2023-11-01,399,TRUE
2023,dic,8,4893.754999999999,JUREL,ARTESANAL,12,2023-12-01,399,TRUE
2024,ene,8,26204.287999999986,JUREL,ARTESANAL,1,2024-01-01,399,TRUE
2024,feb,8,4815.200000000001,JUREL,ARTESANAL,2,2024-02-01,399,TRUE
2024,feb,14,1948.3680000000002,JUREL,ARTESANAL,2,2024-02-01,399,TRUE
2024,mar,8,2760.325999999999,JUREL,ARTESANAL,3,2024-03-01,399,TRUE
2024,mar,14,19.5,JUREL,ARTESANAL,3,2024-03-01,399,FALSE
2024,abr,8,2258.1449999999995,JUREL,ARTESANAL,4,2024-04-01,399,TRUE
2024,abr,14,154.00799999999998,JUREL,ARTESANAL,4,2024-04-01,399,FALSE
2024,may,8,1665.7820000000004,JUREL,ARTESANAL,5,2024-05-01,399,TRUE
2024,may,14,35.565,JUREL,ARTESANAL,5,2024-05-01,399,FALSE
2024,may,10,45.96,JUREL,ARTESANAL,5,2024-05-01,399,FALSE
2024,jun,10,120.59000000000002,JUREL,ARTESANAL,6,2024-06-01,399,FALSE
2024,jul,8,692.9979999999998,JUREL,ARTESANAL,7,2024-07-01,399,TRUE
2024,jul,10,61.025,JUREL,ARTESANAL,7,2024-07-01,399,FALSE
2024,ago,10,49.915000000000006,JUREL,ARTESANAL,8,2024-08-01,399,FALSE
2024,oct,8,710.763,JUREL,ARTESANAL,10,2024-10-01,399,TRUE
2024,oct,10,30.586,JUREL,ARTESANAL,10,2024-10-01,399,FALSE
2024,nov,8,12034.131999999996,JUREL,ARTESANAL,11,2024-11-01,399,TRUE
2024,nov,10,6.758,JUREL,ARTESANAL,11,2024-11-01,399,FALSE
2024,dic,8,16153.967999999999,JUREL,ARTESANAL,12,2024-12-01,399,TRUE
2024,dic,9,0.03,JUREL,ARTESANAL,12,2024-12-01,399,FALSE
2024,dic,14,3.501,JUREL,ARTESANAL,12,2024-12-01,399,FALSE
2024,dic,10,22.36,JUREL,ARTESANAL,12,2024-12-01,399,FALSE
2012,ene,8,0.3,SARDINA COMUN,ARTESANAL,1,2012-01-01,7571,FALSE
2012,feb,14,13114.677999999994,SARDINA COMUN,ARTESANAL,2,2012-02-01,7571,TRUE
2012,feb,10,3102.262,SARDINA COMUN,ARTESANAL,2,2012-02-01,7571,FALSE
2012,mar,5,71.45,SARDINA COMUN,ARTESANAL,3,2012-03-01,7571,FALSE
2012,mar,8,191189.53399999975,SARDINA COMUN,ARTESANAL,3,2012-03-01,7571,TRUE
2012,mar,9,5.37,SARDINA COMUN,ARTESANAL,3,2012-03-01,7571,FALSE
2012,mar,14,23251.531999999967,SARDINA COMUN,ARTESANAL,3,2012-03-01,7571,TRUE
2012,mar,10,6881.108999999998,SARDINA COMUN,ARTESANAL,3,2012-03-01,7571,FALSE
2012,abr,5,3068.685,SARDINA COMUN,ARTESANAL,4,2012-04-01,7571,FALSE
2012,abr,8,139241.0070000001,SARDINA COMUN,ARTESANAL,4,2012-04-01,7571,TRUE
2012,abr,9,1,SARDINA COMUN,ARTESANAL,4,2012-04-01,7571,FALSE
2012,abr,14,17010.01100000001,SARDINA COMUN,ARTESANAL,4,2012-04-01,7571,TRUE
2012,abr,10,6099.836000000006,SARDINA COMUN,ARTESANAL,4,2012-04-01,7571,FALSE
2012,may,5,2446.4850000000006,SARDINA COMUN,ARTESANAL,5,2012-05-01,7571,FALSE
2012,may,8,26351.084000000017,SARDINA COMUN,ARTESANAL,5,2012-05-01,7571,TRUE
2012,may,9,0.4,SARDINA COMUN,ARTESANAL,5,2012-05-01,7571,FALSE
2012,may,14,12764.364000000007,SARDINA COMUN,ARTESANAL,5,2012-05-01,7571,TRUE
2012,may,10,900.681,SARDINA COMUN,ARTESANAL,5,2012-05-01,7571,FALSE
2012,jun,5,909.941,SARDINA COMUN,ARTESANAL,6,2012-06-01,7571,FALSE
2012,jun,8,9244.382999999996,SARDINA COMUN,ARTESANAL,6,2012-06-01,7571,TRUE
2012,jun,9,2.1,SARDINA COMUN,ARTESANAL,6,2012-06-01,7571,FALSE
2012,jun,14,2231.2249999999995,SARDINA COMUN,ARTESANAL,6,2012-06-01,7571,FALSE
2012,jun,10,700.7000000000002,SARDINA COMUN,ARTESANAL,6,2012-06-01,7571,FALSE
2012,jul,5,589.9700000000001,SARDINA COMUN,ARTESANAL,7,2012-07-01,7571,FALSE
2012,jul,8,31790.216000000033,SARDINA COMUN,ARTESANAL,7,2012-07-01,7571,TRUE
2012,jul,9,17,SARDINA COMUN,ARTESANAL,7,2012-07-01,7571,FALSE
2012,jul,14,2475.183,SARDINA COMUN,ARTESANAL,7,2012-07-01,7571,FALSE
2012,jul,10,171.47199999999998,SARDINA COMUN,ARTESANAL,7,2012-07-01,7571,FALSE
2012,ago,5,3.935,SARDINA COMUN,ARTESANAL,8,2012-08-01,7571,FALSE
2012,ago,8,4387.842,SARDINA COMUN,ARTESANAL,8,2012-08-01,7571,FALSE
2012,ago,14,5730.874,SARDINA COMUN,ARTESANAL,8,2012-08-01,7571,FALSE
2012,ago,10,0.3,SARDINA COMUN,ARTESANAL,8,2012-08-01,7571,FALSE
2012,sept,8,197.26800000000003,SARDINA COMUN,ARTESANAL,9,2012-09-01,7571,FALSE
2012,sept,14,892.9000000000002,SARDINA COMUN,ARTESANAL,9,2012-09-01,7571,FALSE
2012,oct,5,1346.8449999999996,SARDINA COMUN,ARTESANAL,10,2012-10-01,7571,FALSE
2012,oct,8,23364.60299999997,SARDINA COMUN,ARTESANAL,10,2012-10-01,7571,TRUE
2012,oct,9,1.211,SARDINA COMUN,ARTESANAL,10,2012-10-01,7571,FALSE
2012,oct,14,10575.268000000004,SARDINA COMUN,ARTESANAL,10,2012-10-01,7571,TRUE
2012,nov,5,1394.1799999999998,SARDINA COMUN,ARTESANAL,11,2012-11-01,7571,FALSE
2012,nov,8,25181.842000000004,SARDINA COMUN,ARTESANAL,11,2012-11-01,7571,TRUE
2012,nov,9,0.6,SARDINA COMUN,ARTESANAL,11,2012-11-01,7571,FALSE
2012,nov,14,19769.08600000001,SARDINA COMUN,ARTESANAL,11,2012-11-01,7571,TRUE
2012,nov,10,5,SARDINA COMUN,ARTESANAL,11,2012-11-01,7571,FALSE
2012,dic,5,54.550000000000004,SARDINA COMUN,ARTESANAL,12,2012-12-01,7571,FALSE
2012,dic,8,25260.387000000013,SARDINA COMUN,ARTESANAL,12,2012-12-01,7571,TRUE
2012,dic,14,16767.302,SARDINA COMUN,ARTESANAL,12,2012-12-01,7571,TRUE
2012,dic,10,1239.166,SARDINA COMUN,ARTESANAL,12,2012-12-01,7571,FALSE
2013,ene,5,7,SARDINA COMUN,ARTESANAL,1,2013-01-01,7571,FALSE
2013,ene,10,361.99,SARDINA COMUN,ARTESANAL,1,2013-01-01,7571,FALSE
2013,feb,14,9127.426000000005,SARDINA COMUN,ARTESANAL,2,2013-02-01,7571,TRUE
2013,feb,10,1887.786,SARDINA COMUN,ARTESANAL,2,2013-02-01,7571,FALSE
2013,mar,5,2534.9399999999996,SARDINA COMUN,ARTESANAL,3,2013-03-01,7571,FALSE
2013,mar,8,43083.519,SARDINA COMUN,ARTESANAL,3,2013-03-01,7571,TRUE
2013,mar,9,0.05,SARDINA COMUN,ARTESANAL,3,2013-03-01,7571,FALSE
2013,mar,14,12559.499999999996,SARDINA COMUN,ARTESANAL,3,2013-03-01,7571,TRUE
2013,mar,10,684.1129999999999,SARDINA COMUN,ARTESANAL,3,2013-03-01,7571,FALSE
2013,abr,5,2099.592,SARDINA COMUN,ARTESANAL,4,2013-04-01,7571,FALSE
