ANIO,MES,REG,NM_RECURSO,PRECIO_PONDERADO,Q_MUESTRA_PLANTAS,Q_MERCADO_TOTAL,N_PLANTAS,Deflactor_2024,PRECIO_REAL,Fecha,Especie,Region_Label
2019,12,8,ANCHOVETA,157064.7969890759,1103.98,7521.109999999997,2,0.7509182568126574,209163.64140053283,2019-12-01,Anchoveta,Región 8
2020,3,8,ANCHOVETA,135960,549.851,6263.301999999998,2,0.7607207978032042,178725.23058738874,2020-03-01,Anchoveta,Región 8
2020,4,8,ANCHOVETA,162317,5394.833999999998,52458.62799999998,2,0.7607207978032042,213372.6335190731,2020-04-01,Anchoveta,Región 8
2020,5,8,ANCHOVETA,180163,2146.339,40268.924999999974,2,0.7599600770054009,237069.03224433408,2020-05-01,Anchoveta,Región 8
2020,6,8,ANCHOVETA,172458,928.686,12646.323,1,0.7592001169283955,227157.499260851,2020-06-01,Anchoveta,Región 8
2020,7,8,ANCHOVETA,174124,852.523,5943.889,1,0.7599593170453239,229122.79130543937,2020-07-01,Anchoveta,Región 8
2020,11,8,ANCHOVETA,191823,3814.970999999999,34850.47099999997,1,0.7698699365875226,249162.8661982343,2020-11-01,Anchoveta,Región 8
2020,12,8,ANCHOVETA,263052,243.29,5757.8589999999995,1,0.7721795463972849,340661.70390980574,2020-12-01,Anchoveta,Región 8
2021,3,8,ANCHOVETA,150719.2315607189,11630.185000000003,54853.31200000011,2,0.7822565327198241,192672.38464175418,2021-03-01,Anchoveta,Región 8
2021,4,8,ANCHOVETA,170640.079964694,3680.961999999999,45679.38199999999,2,0.7853855588507033,217269.1845956536,2021-04-01,Anchoveta,Región 8
2021,5,8,ANCHOVETA,168692.22417211713,4515.343000000001,39164.204,2,0.7877417155272554,214146.61791677133,2021-05-01,Anchoveta,Región 8
2021,6,8,ANCHOVETA,189262,935.9459999999998,13784.86400000001,1,0.7885294572427826,240018.93431069067,2021-06-01,Anchoveta,Región 8
2021,7,8,ANCHOVETA,144209,1013.878,3145.8249999999985,1,0.7948376929007247,181432.00968957032,2021-07-01,Anchoveta,Región 8
2021,11,8,ANCHOVETA,161025,896.387,5401.713000000003,1,0.8221824202250634,195850.6969243166,2021-11-01,Anchoveta,Región 8
2021,12,8,ANCHOVETA,162192,81.723,81.739,1,0.8287598795868639,195704.4543237935,2021-12-01,Anchoveta,Región 8
2022,3,8,ANCHOVETA,163765.55081971476,26705.876,88592.13299999983,2,0.8572043142859221,191046.11128344186,2022-03-01,Anchoveta,Región 8
2022,4,8,ANCHOVETA,175099.582980867,21036.289,58980.243000000075,2,0.8692051746859251,201447.92976426624,2022-04-01,Anchoveta,Región 8
2022,5,8,ANCHOVETA,183995.3598910096,5880.8859999999995,21334.704000000005,2,0.8796356367821561,209172.24382142274,2022-05-01,Anchoveta,Región 8
2022,6,8,ANCHOVETA,192361.1562961795,2752.844,11694.585000000005,2,0.8875523575131954,216732.1788600169,2022-06-01,Anchoveta,Región 8
