ANIO,MES,RG,NUI,NM_RECURSO,MP_TOTAL,PRECIO,TIPO_MP,Limite_Inferior,Limite_Superior,is_outlier
2024,5,8,13476,JUREL,9106.494,300000,1,-188626,648970,FALSE
2024,5,8,13476,SARDINA COMUN,262.32,190000,1,-30081,250108,FALSE
2024,4,8,13476,SARDINA COMUN,498.119,190000,1,-30081,250108,FALSE
2024,4,8,13476,ANCHOVETA,1276.102,190000,1,-80865,317820,FALSE
2024,6,8,13476,SARDINA COMUN,2.792,190000,1,-30081,250108,FALSE
2024,3,8,13476,ANCHOVETA,2137.582,190000,1,-80865,317820,FALSE
2024,3,8,13476,SARDINA COMUN,3112.291,190000,1,-30081,250108,FALSE
2024,6,8,13476,ANCHOVETA,47.861,190000,1,-80865,317820,FALSE
2024,5,8,13476,ANCHOVETA,3197.828,190000,1,-80865,317820,FALSE
2024,4,8,13476,JUREL,19174.806,300000,1,-188626,648970,FALSE
2024,3,8,13476,JUREL,9308.235,300000,1,-188626,648970,FALSE
